frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
18,2900,0.29,p009,0.112,-38607.52246828543,-10977.550849930703,-27629.971618354728,-27629.971618354728,-38607.53694531045,0.999999476039641,5.239603589890507e-07,-0.06675784923209753,0,-0.06675784923209753,0.14477871593482333,0.12413012649693055,0.19088797572902808
19,3000,0.3,p009,0.112,-38594.24194736013,-18169.64243329069,-20424.599514069443,-20424.599514069443,-38594.261531568685,0.999999041147858,9.588521420189622e-07,-0.07171735243441893,0,-0.07171735243441893,0.1490744807719339,0.1216119472416829,0.19332929967610182
20,3100,0.31,p009,0.112,-38602.434813099244,-19765.677359685156,-18836.757453414088,-18836.757453414088,-38602.45604815257,0.9999988726825462,1.1273174538861674e-06,-0.06865201250870939,0,-0.06865201250870939,0.15016832322063356,0.1223010022509248,0.1909530147596342
21,3200,0.32,p009,0.112,-38499.71778122781,-8993.526926884748,-29506.19085434306,-29506.19085434306,-38499.73133769866,0.9999995405554563,4.5944454368784804e-07,-0.0643542456687188,0,-0.0643542456687188,0.14386879157781282,0.12516221125418117,0.18951645692289998
22,3300,0.33,p009,0.112,-38534.00748745471,-10026.648291854974,-28507.35919559974,-28507.35919559974,-38534.021518912356,0.9999995077957331,4.92204266844265e-07,-0.06962176283762946,0,-0.06962176283762946,0.1443857491993381,0.12329803667888546,0.19291979951651492
23,3400,0.34,p009,0.112,-38552.334425673616,-16422.281200928934,-22130.053224744683,-22130.053224744683,-38552.35250062668,0.9999991832408467,8.167591533103646e-07,-0.07095543353622555,0,-0.07095543353622555,0.14789277507522972,0.12079625231003657,0.19175168584626212
24,3500,0.35000000000000003,p009,0.112,-38470.4445732164,-16057.593847697455,-22412.850725518947,-22412.850725518947,-38470.4624201064,0.9999992037219274,7.962780725900842e-07,-0.06676228012121053,0,-0.06676228012121053,0.14761750452099803,0.12410149560742191,0.19086377572863245
25,3600,0.36,p009,0.112,-38479.73044809632,-15340.74129282203,-23138.989155274292,-23138.989155274292,-38479.747734923265,0.9999992529145937,7.470854063162946e-07,-0.06473132038747301,0,-0.06473132038747301,0.14712845684325945,0.12450550658409207,0.18923682697156508
26,3700,0.37,p009,0.112,-38505.07429147026,-16048.024996622786,-22457.04929484747,-22457.04929484747,-38505.092103235176,0.9999992068532055,7.931467944644055e-07,-0.07082294417984182,0,-0.07082294417984182,0.1476593308058926,0.12076732981531497,0.1915902739951568
27,3800,0.38,p009,0.112,-38494.687928559055,-15448.39854064383,-23046.289387915225,-23046.289387915225,-38494.705284919204,0.999999246892473,7.531075270628129e-07,-0.0697727038494807,0,-0.0697727038494807,0.147299056530877,0.12259854007364016,0.19237124392312085
28,3900,0.39,p009,0.112,-38591.42643012412,-14355.997907087061,-24235.42852303706,-24235.42852303706,-38591.44293487572,0.9999993189834007,6.810165993353934e-07,-0.06452904141260205,0,-0.06452904141260205,0.1464858738460517,0.12441472225052527,0.18894376366312732
29,4000,0.4,p009,0.112,-38572.299994876405,-8541.383409159578,-30030.916585716826,-30030.916585716826,-38572.31331447727,0.9999995564707786,4.435292214055586e-07,-0.0681657018326683,0,-0.0681657018326683,0.14369760852124516,0.12329833353371843,0.19146403536638673
30,4100,0.41000000000000003,p009,0.112,-38534.79883160003,-22442.060111507628,-16092.738720092399,-16092.738720092399,-38534.82368749243,0.999998455463917,1.5445360829757782e-06,-0.07126363736798277,0,-0.07126363736798277,0.15259665248853962,0.12248224490003617,0.19374588226801895
31,4200,0.42,p009,0.112,-38475.40509583967,-23343.534358015604,-15131.870737824065,-15131.870737824065,-38475.43153006635,0.9999982530822008,1.7469177991946694e-06,-0.06790938686893082,0,-0.06790938686893082,0.15350953419556865,0.12245880208801217,0.190368188956943
32,4300,0.43,p009,0.112,-38359.54465739781,-4588.30815429971,-33771.2365030981,-33771.2365030981,-38359.55650179266,0.9999996492758996,3.5072410037306767e-07,-0.06572886135175454,0,-0.06572886135175454,0.14214974962365737,0.1273325098630554,0.19306137121480993
33,4400,0.44,p009,0.112,-38489.02849832116,-9460.32647475053,-29028.70202357063,-29028.70202357063,-38489.04227778019,0.9999995253164977,4.7468350233836887e-07,-0.06901907203874134,0,-0.06901907203874134,0.1441457414900311,0.12296239502426097,0.19198146706300231
34,4500,0.45,p009,0.112,-38497.64867843318,-23098.25878739939,-15399.389891033788,-15399.389891033788,-38497.6746534444,0.9999983132498247,1.6867501753670133e-06,-0.07169288521184058,0,-0.07169288521184058,0.15328579558821592,0.1207652703566813,0.1924581555685219
35,4600,0.46,p009,0.112,-38475.59702874764,-19308.19726086667,-19167.39976788097,-19167.39976788097,-38475.61789749193,0.9999989112399645,1.0887600354059224e-06,-0.06767529916564297,0,-0.06767529916564297,0.14994949806795047,0.12521768906195901,0.19289298822760198
36,4700,0.47000000000000003,p009,0.112,-38336.13771805173,-12239.792461590754,-26096.345256460976,-26096.345256460976,-38336.15304585955,0.9999994126461131,5.873538868605976e-07,-0.06645086397551675,0,-0.06645086397551675,0.14557690393218783,0.12588990860704702,0.19234077258256377
37,4800,0.48,p009,0.112,-38339.27071993571,-15313.098570897215,-23026.172149038495,-23026.172149038495,-38339.288091459544,0.9999992455759686,7.544240313572814e-07,-0.06737765517554037,0,-0.06737765517554037,0.14731791429860439,0.12500612882341647,0.19238378399895684
38,4900,0.49,p009,0.112,-38410.38534758295,-15857.77565306591,-22552.609694517043,-22552.609694517043,-38410.4030838756,0.9999992135604265,7.864395734080709e-07,-0.06936437210465113,0,-0.06936437210465113,0.14764541944059192,0.12212379311682775,0.19148816522147888
39,5000,0.5,p009,0.112,-38323.026008579676,-5078.06195833892,-33244.96405024076,-33244.96405024076,-38323.03804047283,0.999999638083999,3.6191600100154986e-07,-0.07077662246027534,0,-0.07077662246027534,0.14242867381182087,0.12247350470324721,0.19325012716352255
