frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,250,0.0125,w007,0.7,-21566.742715283686,-23143.767821761634,1577.0251064779477,54930.86476281172,-105749.54603926004,0.25787459886657876,0.7421254011334213,0.018351138946677836,1,0.018351138946677836,0.23108542665259157,0.17239654752626854,0.1540454085795907
1,300,0.015,w007,0.7,-23756.31999155892,-21502.419451373666,-2253.9005401852555,51099.939116148525,-105121.26187031147,0.27111903405344406,0.7288809659465559,-0.06735060186937283,0,-0.06735060186937283,0.21435046447587874,0.13260415289449706,0.1999547547638699
2,350,0.0175,w007,0.7,-20653.694040752325,-21149.181340036426,495.487299284101,53849.326955617886,-104035.84324129621,0.2615492158999333,0.7384507841000667,0.022193774820283424,1,0.022193774820283424,0.2057000881601852,0.1859725969356961,0.16377882211541267
3,400,0.02,w007,0.7,-20366.310749510543,-17903.68708789759,-2462.6236616129536,50891.21599472082,-101579.19550569158,0.27185896930733916,0.7281410306926608,-0.05388925675130621,0,-0.05388925675130621,0.2104310294696112,0.1630500397273011,0.2169392964786073
4,450,0.0225,w007,0.7,-16865.021830786543,-21223.51541388037,4358.493583093827,57712.33323942759,-103124.92127968356,0.248656008960416,0.751343991039584,0.0909353743756062,1,0.0909353743756062,0.22538559058026406,0.24666340484879562,0.15572803047318942
5,500,0.025,w007,0.7,-15140.767455291692,-21120.462784857853,5979.695329566161,59333.53498589993,-102622.99381713169,0.24343568248566316,0.7565643175143368,0.11874086905906431,1,0.11874086905906431,0.2429476229336306,0.30521969951016975,0.18647883045110544
6,550,0.0275,w007,0.7,-14395.552578275963,-21540.980987380724,7145.428409104761,60499.26806543853,-102761.88429636798,0.23975092152962502,0.760249078470375,0.1267911627430875,1,0.1267911627430875,0.2567305193155737,0.27376955871176284,0.14697839596867535
7,600,0.03,w007,0.7,-21227.334875568766,-20664.44813088241,-562.8867446863551,52790.95291164743,-103829.85153161567,0.26519421444540947,0.7348057855545905,-0.04879824550967224,0,-0.04879824550967224,0.26353705915241077,0.15804963482676979,0.20684788033644202
8,650,0.0325,w007,0.7,-18938.501708433338,-23865.770681262395,4927.268972829057,58281.10862916283,-105626.27225890779,0.2468117815192768,0.7531882184807233,0.006328438349381377,1,0.006328438349381377,0.2636621139391238,0.15403407636923117,0.1477056380198498
9,700,0.035,w007,0.7,-21351.451010906854,-21450.939014922045,99.48800401519111,53453.327660348965,-104441.44290313529,0.26290733044765024,0.7370926695523498,-0.058631155674586,0,-0.058631155674586,0.2589288538564168,0.11773369741759214,0.17636485309217814
10,750,0.0375,w007,0.7,-16869.57217531644,-20221.092498142887,3351.520322826447,56705.35997916022,-102374.54567382844,0.2519550113492026,0.7480449886507974,0.04318307278658229,1,0.04318307278658229,0.24943621773616725,0.2014005392103216,0.15821746642373932
11,800,0.04,w007,0.7,-18610.67742665851,-21352.780466889733,2742.1030402312244,56095.94269656499,-103660.39337537967,0.25397269377552834,0.7460273062244717,0.024735184027020962,1,0.024735184027020962,0.23096141610734366,0.18578536647891739,0.16105018245189642
