frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p017,-0.064,-38624.609090118,-13661.673659698426,-24962.935430419573,-24962.935430419573,-38624.625113864255,0.9999993580993016,6.419006984281772e-07,-0.10513870222465761,0,0.11270059248041599,0.2178392947050736
1,1200,0.12,p017,-0.064,-38615.434968806425,-5183.279055640567,-33432.15591316586,-33432.15591316586,-38615.44693333117,0.9999996421254969,3.57874503142952e-07,-0.11410540249564152,0,0.11286278357751933,0.22696818607316085
2,1300,0.13,p017,-0.064,-38563.663513823325,-9727.188977752463,-28836.474536070862,-28836.474536070862,-38563.67738513783,0.9999995189668159,4.810331840632287e-07,-0.10377756381302747,0,0.11168914582154463,0.2154667096345721
3,1400,0.14,p017,-0.064,-38384.825589431974,-11810.618037079112,-26574.207552352862,-26574.207552352862,-38384.84064161265,0.9999994335799629,5.664200370403272e-07,-0.11372546900773385,0,0.1114248452351347,0.22515031424286855
4,1500,0.15,p017,-0.064,-38381.059522646276,-13108.755611711036,-25272.30391093524,-25272.30391093524,-38381.07535023963,0.9999993737186137,6.262813863622263e-07,-0.10512719215364362,0,0.11171889543491091,0.21684608758855453
5,1600,0.16,p017,-0.064,-38370.49712895471,-9027.332940043765,-29343.164188910945,-29343.164188910945,-38370.51076074342,0.9999995354360576,4.645639424816217e-07,-0.11575983190663883,0,0.11281465993090661,0.22857449183754544
6,1700,0.17,p017,-0.064,-38362.563682876236,-6378.044310712023,-31984.519372164214,-31984.519372164214,-38362.57618892139,0.9999996089972392,3.9100276078007923e-07,-0.10543518981097369,0,0.1135108726250108,0.2189460624359845
7,1800,0.18,p017,-0.064,-38399.33995978575,-12900.66318094128,-25498.67677884447,-25498.67677884447,-38399.35564686463,0.9999993847892692,6.152107308032839e-07,-0.11211072041070264,0,0.11397032839330087,0.2260810488040035
8,1900,0.19,p017,-0.064,-38317.50321358288,-10133.921003722091,-28183.58220986079,-28183.58220986079,-38317.51740623574,0.9999994964217658,5.035782342233119e-07,-0.10478789611916081,0,0.11431412891868759,0.2191020250378484
9,2000,0.2,p017,-0.064,-38293.75119529807,-8489.295638943586,-29804.455556354485,-29804.455556354485,-38293.76461610421,0.9999995497051097,4.5029489031955805e-07,-0.10924581421945367,0,0.11376852088998848,0.22301433510944216
10,2100,0.21,p017,-0.064,-38337.664427712065,-13249.22467086505,-25088.439756847016,-25088.439756847016,-38337.68037130001,0.999999364505412,6.354945879527563e-07,-0.10548047560263725,0,0.11350398793657794,0.2189844635392152
11,2200,0.22,p017,-0.064,-38362.357973664475,-9861.846307683561,-28500.511665980914,-28500.511665980914,-38362.372008493316,0.9999995075591912,4.924408087969567e-07,-0.11680209585247188,0,0.11386563275940313,0.230667728611875
12,2300,0.23,p017,-0.064,-38209.40078877538,-8226.191707253573,-29983.20908152181,-29983.20908152181,-38209.41412956959,0.9999995550582228,4.449417772001141e-07,-0.1053473556329986,0,0.11285521943180765,0.21820257506480625
13,2400,0.24,p017,-0.064,-38284.26129745855,-13874.295102179633,-24409.966195278917,-24409.966195278917,-38284.27768419699,0.9999993286874587,6.713125413893017e-07,-0.11509193468496261,0,0.11276960375854693,0.22786153844350954
14,2500,0.25,p017,-0.064,-38385.63695987681,-12733.77585769762,-25651.861102179188,-25651.861102179188,-38385.65255327782,0.9999993921149818,6.07885018211185e-07,-0.10233783211274115,0,0.11320835827531546,0.2155461903880566
15,2600,0.26,p017,-0.064,-38277.62001571071,-8186.1395620195835,-30091.480453691125,-30091.480453691125,-38277.63330850379,0.9999995582543251,4.417456748728732e-07,-0.1179034334801116,0,0.11402234808588187,0.23192578156599347
16,2700,0.27,p017,-0.064,-38216.72112647051,-8583.904807726241,-29632.81631874427,-29632.81631874427,-38216.734625012585,0.9999995444736123,4.555263876659943e-07,-0.09760219627613645,0,0.11388990266585092,0.21149209894198737
17,2800,0.28,p017,-0.064,-38247.14399009969,-9725.224239950388,-28521.919750149304,-28521.919750149304,-38247.15801439423,0.9999995082981487,4.917018513461713e-07,-0.11498138622354553,0,0.1149804621039269,0.22996184832747243
18,2900,0.29,p017,-0.064,-38184.224395026715,-11477.07697990103,-26707.147415125684,-26707.147415125684,-38184.239372282405,0.9999994392048442,5.607951557573543e-07,-0.10771304659825297,0,0.11447042684801732,0.2221834734462703
19,3000,0.3,p017,-0.064,-38222.51379321428,-9094.114767666586,-29128.399025547697,-29128.399025547697,-38222.52752551076,0.9999995285603057,4.7143969428287136e-07,-0.11366343807384893,0,0.11381725761352848,0.22748069568737742
