frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u001,-25000.0,-35115.90341310617,-7167.6299176246375,-27948.27349548153,-27948.27349548153,-35115.91772525305,0.9999994879063918,5.120936081848271e-07,-0.16616031109150314,0,-0.16616031109150314,0.14779901060206874,0.11236712170431414,0.27852743279581726
1,400,0.04,u001,-25000.0,-34935.71668237917,-14133.231726650694,-20802.484955728476,-20802.484955728476,-34935.73591083342,0.9999990756672222,9.243327777630483e-07,-0.16707051639270273,0,-0.16707051639270273,0.15352715774403083,0.11260271674884412,0.27967323314154685
2,500,0.05,u001,-25000.0,-35118.27636716792,-4161.250068653877,-30957.026298514043,-30957.026298514043,-35118.28928830024,0.9999995826110231,4.1738897688103904e-07,-0.17099365966026725,0,-0.17099365966026725,0.14623267006816357,0.11269665221832696,0.2836903118785942
3,600,0.06,u001,-25000.0,-34019.92008938245,13687.446298873727,-47707.36638825618,-47707.36638825618,-34019.92847383039,0.9999998242526129,1.7574738714332128e-07,-0.16789104208987576,0,-0.16789104208987576,0.1393988422151257,0.11293903704761021,0.280830079137486
4,700,0.07,u001,-25000.0,-34317.081480139364,-7835.920019926043,-26481.16146021332,-26481.16146021332,-34317.09658520839,0.9999994295925494,5.70407450606325e-07,-0.1678283418257007,0,-0.1678283418257007,0.1488134432595551,0.11258591396014614,0.28041425578584683
5,800,0.08,u001,-25000.0,-34724.936504898775,-12474.207412959859,-22250.729091938916,-22250.729091938916,-34724.95448182327,0.9999991920761171,8.079238829061808e-07,-0.1601294995400375,0,-0.1601294995400375,0.15154034710191913,0.11133837270151734,0.27146787224155483
6,900,0.09,u001,-25000.0,-34745.66055789453,-2969.2919228581322,-31776.3686350364,-31776.3686350364,-34745.67314586033,0.9999996038579497,3.9614205032956207e-07,-0.15724905462400862,0,-0.15724905462400862,0.14521971777726625,0.10999745198604838,0.267246506610057
7,1000,0.1,u001,-25000.0,-34749.90201946009,-2953.5682453916615,-31796.33377406843,-31796.33377406843,-34749.91459952182,0.9999996043552735,3.9564472648079274e-07,-0.15689261660575482,0,-0.15689261660575482,0.14511058353498876,0.1078898059916782,0.264782422597433
8,1100,0.11,u001,-25000.0,-34905.40518734949,-6908.126357076515,-27997.278830272975,-27997.278830272975,-34905.41947444497,0.9999994896975172,5.103024828256864e-07,-0.14778799796925535,0,-0.14778799796925535,0.1468830896209821,0.10781261806987723,0.2556006160391326
9,1200,0.12,u001,-25000.0,-34822.55598310092,-4025.236358945268,-30797.319624155654,-30797.319624155654,-34822.568971238725,0.9999995782708687,4.217291312835769e-07,-0.13245998116860438,0,-0.13245998116860438,0.14479951392958276,0.10712133842635935,0.23958131959496373
