frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,220,0.022,u009,-21500.0,-40117.07426374967,-10540.669221143413,-29576.40504260626,-29576.40504260626,-40117.08778803758,0.9999995427343005,4.5726569947168727e-07,0.10968227470434817,0.2618879844058212
1,240,0.024,u009,-21500.0,-40152.38331757989,-12423.014479870355,-27729.36883770954,-27729.36883770954,-40152.39774271139,0.9999994797892237,5.202107763446762e-07,0.10677311947287442,0.2574484678258646
2,260,0.026000000000000002,u009,-21500.0,-40142.83128218679,-14615.402576454275,-25527.428705732513,-25527.428705732513,-40142.846951597094,0.9999993861743284,6.138256716248236e-07,0.107167992348565,0.2541182452972155
3,280,0.028,u009,-21500.0,-40099.97314447563,-16463.002145656297,-23636.970998819335,-23636.970998819335,-40099.990067105595,0.9999992840620006,7.159379994403636e-07,0.11058657098062225,0.25223484607164715
4,300,0.03,u009,-21500.0,-40026.128374205786,-17860.657427510567,-22165.47094669522,-22165.47094669522,-40026.14642027732,0.9999991858489181,8.14151081884873e-07,0.11269758833608194,0.250851991000707
5,320,0.032,u009,-21500.0,-39982.091221570474,-18842.384121838753,-21139.70709973172,-21139.70709973172,-39982.110143291575,0.9999991049219773,8.950780227001687e-07,0.1110624239410887,0.2492701239217657
6,340,0.034,u009,-21500.0,-39937.732739837054,-19096.300153975695,-20841.43258586136,-20841.43258586136,-39937.751932358005,0.9999990791186966,9.208813034899954e-07,0.10759550216430748,0.24807802488396757
7,360,0.036000000000000004,u009,-21500.0,-39887.44471716779,-18621.915940555744,-21265.528776612045,-21265.528776612045,-39887.46352693501,0.9999991154824248,8.845175751837075e-07,0.10638505564859453,0.2485898051653541
8,380,0.038,u009,-21500.0,-39852.95743512959,-17559.674301313615,-22293.283133815974,-22293.283133815974,-39852.97537773928,0.9999991951575413,8.048424587348002e-07,0.1089283294425432,0.25078939226512836
9,400,0.04,u009,-21500.0,-39774.30364498281,-16101.595636145765,-23672.708008837042,-23672.708008837042,-39774.32054206591,0.999999286221966,7.137780339561139e-07,0.11245186336147045,0.25312397288096045
10,420,0.042,u009,-21500.0,-39680.342012255336,-14392.1398674573,-25288.202144798037,-25288.202144798037,-39680.35782989819,0.999999374505828,6.254941719574525e-07,0.11307790144261906,0.25377494361748376
11,440,0.044,u009,-21500.0,-39597.10601216927,-12642.337131827866,-26954.768880341406,-26954.768880341406,-39597.12085183574,0.9999994494610511,5.50538948818069e-07,0.10987340609745598,0.25229998698844947
12,460,0.046,u009,-21500.0,-39505.25280117479,-11309.291537365207,-28195.961263809586,-28195.961263809586,-39505.266987596566,0.9999994968638464,5.031361535734469e-07,0.10641779519407939,0.2503504415132059
13,480,0.048,u009,-21500.0,-39463.74208251646,-10825.493507428531,-28638.248575087928,-28638.248575087928,-39463.75604984424,0.9999995122846246,4.8771537547454e-07,0.10699896473847073,0.24948078070019772
14,500,0.05,u009,-21500.0,-39465.553839200205,-11661.667094845907,-27803.8867443543,-27803.8867443543,-39465.568225670584,0.9999994825739429,5.174260571116918e-07,0.11088639131457348,0.24994067574714238
15,520,0.052000000000000005,u009,-21500.0,-39477.433138688386,-13229.76051791833,-26247.672620770056,-26247.672620770056,-39477.44837812593,0.999999419399195,5.806008050446287e-07,0.11341563462963657,0.2504992779352068
16,540,0.054,u009,-21500.0,-39532.42848677744,-14926.482485616056,-24605.946001161385,-24605.946001161385,-39532.44474300005,0.9999993393385025,6.606614974535852e-07,0.11176319541680611,0.25051560221112823
17,560,0.056,u009,-21500.0,-39578.24079374873,-16277.323997924454,-23300.916795824276,-23300.916795824276,-39578.25796044259,0.9999992632620975,7.367379024625365e-07,0.10788816504986969,0.2509893223515958
18,580,0.058,u009,-21500.0,-39600.81745554929,-16944.637057825836,-22656.180397723452,-22656.180397723452,-39600.835110762186,0.9999992207342514,7.79265748596103e-07,0.10608095591496845,0.25281115409379695
19,600,0.06,u009,-21500.0,-39630.35001555004,-16939.061891163117,-22691.28812438692,-22691.28812438692,-39630.36764344701,0.9999992231437242,7.768562758081465e-07,0.10844601866922349,0.25603744338664475
20,620,0.062,u009,-21500.0,-39625.45773781321,-16288.44883133247,-23337.00890648074,-23337.00890648074,-39625.474877957764,0.9999992655391508,7.344608493053961e-07,0.11236984987985899,0.25951819181354363
21,640,0.064,u009,-21500.0,-39613.2527275912,-14875.711714736855,-24737.541012854344,-24737.541012854344,-39613.268897336544,0.9999993463487663,6.536512336952072e-07,0.11332484956221557,0.2615813692018262
22,660,0.066,u009,-21500.0,-39617.53731798194,-12763.725034673524,-26853.81228330842,-26853.81228330842,-39617.5522134379,0.9999994453137873,5.546862126837304e-07,0.11009780419975668,0.2617412502371646
23,680,0.068,u009,-21500.0,-39600.48702104724,-10243.749376456515,-29356.73764459073,-29356.73764459073,-39600.500646533124,0.9999995358655516,4.641344484301868e-07,0.10626022340725257,0.26152207568715374
24,700,0.07,u009,-21500.0,-39598.152208625455,-8574.704582234583,-31023.447626390873,-31023.447626390873,-39598.1651020936,0.9999995843963707,4.156036293445631e-07,0.10606337431567411,0.2624333947280384
25,720,0.07200000000000001,u009,-21500.0,-39599.140468264144,-8766.758284737094,-30832.38218352705,-30832.38218352705,-39599.15344163186,0.9999995792295022,4.207704978331783e-07,0.10991384335951435,0.26460010036360915
