frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u000,-50000.0,-37690.94495481958,-8195.39555400217,-29495.549400817406,-129495.5494008174,-37690.94804372874,0.9999999761466009,2.38533991447909e-08,-0.11478205875099348,0,-0.11478205875099348,0.14489800079602122,0.11173246031784703,0.22651451906884051
1,400,0.04,u000,-50000.0,-37434.55921255791,-9419.089735926025,-28015.469476631886,-128015.46947663189,-37434.56233718021,0.9999999755918394,2.4408160603783813e-08,-0.12355954628660427,0,-0.12355954628660427,0.14590213040320738,0.11216997069729485,0.23572951698389913
2,500,0.05,u000,-50000.0,-37329.656147582515,-18607.62707485423,-18722.029072728285,-118722.02907272828,-37329.65951679707,0.999999971620984,2.8379016026036652e-08,-0.1324344035974259,0,-0.1324344035974259,0.15299690307544014,0.11201317184217949,0.24444757543960538
3,600,0.06,u000,-50000.0,-37394.222638811894,-8608.876591034521,-28785.346047777373,-128785.34604777736,-37394.225744755255,0.9999999758827902,2.4117209784790816e-08,-0.14191945954535773,0,-0.14191945954535773,0.14612601388886842,0.1109436192891952,0.25286307883455295
4,700,0.07,u000,-50000.0,-37310.730165725065,2245.29366831307,-39556.02383403813,-139556.02383403812,-37310.73303195742,0.9999999794617805,2.053821945846579e-08,-0.15227465757350983,0,-0.15227465757350983,0.14169929810228044,0.10909743845304892,0.26137209602655875
5,800,0.08,u000,-50000.0,-37200.21835811434,-13893.392545270104,-23306.825812844236,-123306.82581284424,-37200.221602054706,0.9999999736921279,2.6307872047492964e-08,-0.15972635080704944,0,-0.15972635080704944,0.15060564790557324,0.10734947874390127,0.2670758295509507
6,900,0.09,u000,-50000.0,-37061.442942704525,-13926.83721161331,-23134.605731091215,-123134.60573109121,-37061.44619118197,0.9999999736184864,2.638151358480556e-08,-0.1599934021147704,0,-0.1599934021147704,0.1508960161920237,0.10694764709671215,0.26694104921148254
7,1000,0.1,u000,-50000.0,-36919.83089091631,-6176.414436510871,-30743.416454405437,-130743.41645440544,-36919.8339503437,0.9999999765997605,2.34002394683408e-08,-0.15739418840455077,0,-0.15739418840455077,0.14571623074042298,0.10600335568653191,0.2633975440910827
8,1100,0.11,u000,-50000.0,-36895.86867722819,-9706.783220781257,-27189.08545644693,-127189.08545644692,-36895.87182215204,0.9999999752736354,2.4726364622473795e-08,-0.16346350196530163,0,-0.16346350196530163,0.1481250678302,0.10563425023011878,0.2690977521954204
9,1200,0.12,u000,-50000.0,-36875.87747712618,-11135.335384328399,-25740.542092797783,-125740.54209279778,-36875.88065827988,0.9999999747006536,2.5299346451124194e-08,-0.16046318058970382,0,-0.16046318058970382,0.14889514702283205,0.10680269666192459,0.2672658772516284
