frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u020,-32000.0,-38741.6071901308,-4990.345624447713,-33751.26156568309,-33751.26156568309,-38741.619041535494,0.9999996488606406,3.5113935942243657e-07,-0.20627590506741506,0,0.10817387158118079,0.31444977664859586
1,2200,0.22,u020,-32000.0,-38730.767908288224,-11447.045844929788,-27283.722063358437,-27283.722063358437,-38730.782569036644,0.9999994626564284,5.373435716937713e-07,-0.21180075801544831,0,0.1062986828216114,0.3180994408370597
2,2300,0.23,u020,-32000.0,-38678.62120487599,-9984.690549041348,-28693.930655834643,-28693.930655834643,-38678.63514509947,0.9999995141756597,4.858243402572349e-07,-0.2077783277719824,0,0.10594825333616859,0.313726581108151
3,2400,0.24,u020,-32000.0,-38607.64152715489,-5357.629579226748,-33250.01194792814,-33250.01194792814,-38607.653557221405,0.9999996381938803,3.6180611978631205e-07,-0.20232433344881207,0,0.10757953002660657,0.30990386347541865
4,2500,0.25,u020,-32000.0,-38592.26933447638,-4328.87822225329,-34263.39111222309,-34263.39111222309,-38592.2810087401,0.9999996592790327,3.4072096732895574e-07,-0.2107689898690274,0,0.10948605180961499,0.3202550416786424
5,2600,0.26,u020,-32000.0,-38586.172803460184,-11823.075471341203,-26763.09733211898,-26763.09733211898,-38586.18774940503,0.9999994415471436,5.584528564583913e-07,-0.21494942962684815,0,0.11089115394301673,0.3258405835698649
6,2700,0.27,u020,-32000.0,-38576.220530344755,-7560.027509167849,-31016.193021176907,-31016.193021176907,-38576.23342682865,0.9999995842019309,4.157980690311369e-07,-0.21171732593431275,0,0.11106193725428588,0.3227792631885986
7,2800,0.28,u020,-32000.0,-38545.434931421856,-10666.250319252082,-27879.184612169774,-27879.184612169774,-38545.44927903639,0.9999994853651583,5.146348417417457e-07,-0.2125775248674938,0,0.11024312481813722,0.322820649685631
8,2900,0.29,u020,-32000.0,-38477.33803332021,-7145.028382420598,-31332.30965089961,-31332.30965089961,-38477.350799689535,0.9999995925497013,4.0745029872280014e-07,-0.21208809016886787,0,0.10987436152669,0.32196245169555787
9,3000,0.3,u020,-32000.0,-38422.10448457522,-7685.714185939578,-30736.39029863564,-30736.39029863564,-38422.11749845963,0.9999995765972105,4.2340278955110833e-07,-0.21374661288667102,0,0.10933800766374539,0.3230846205504164
10,3100,0.31,u020,-32000.0,-38460.762219634664,-5590.151950743166,-32870.6102688915,-32870.6102688915,-38460.77438855543,0.9999996297935555,3.702064444999209e-07,-0.20879543141837845,0,0.1102974480476471,0.31909287946602555
11,3200,0.32,u020,-32000.0,-38443.436977637495,-12144.67656844706,-26298.760409190436,-26298.760409190436,-38443.452187471055,0.9999994216527421,5.783472578069215e-07,-0.2129965232205392,0,0.11080040599766622,0.3237969292182054
