frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u025,-29500.0,-39085.33395096779,-10789.371283205139,-28295.96266776265,-28295.96266776265,-39085.348087253056,0.9999995004138467,4.995861532797186e-07,-0.1944717513717874,0,0.10768954025606525,0.30216129162785266
1,2200,0.22,u025,-29500.0,-39092.79449699444,-12141.706961314863,-26951.087535679573,-26951.087535679573,-39092.809338687905,0.999999449310641,5.506893589468653e-07,-0.19129694777062659,0,0.10399952635307316,0.29529647412369975
2,2300,0.23,u025,-29500.0,-39080.339606911555,-8947.843255609332,-30132.496351302223,-30132.496351302223,-39080.35288161071,0.9999995594561001,4.4054389991554643e-07,-0.19895416040416203,0,0.1029775905901828,0.3019317509943448
3,2400,0.24,u025,-29500.0,-39038.450635893765,-17407.689835457277,-21630.76080043649,-21630.76080043649,-39038.46912806155,0.9999991451000574,8.548999426150061e-07,-0.20329955648110565,0,0.10575719409334765,0.3090567505744533
4,2500,0.25,u025,-29500.0,-39019.38296123681,2904.4090590955166,-41923.79202033233,-41923.79202033233,-39019.3925023563,0.9999997724176493,2.275823507980057e-07,-0.2060048568306823,0,0.1098543496390906,0.3158592064697729
5,2600,0.26,u025,-29500.0,-39004.927460996696,-17731.24721662668,-21273.680244370014,-21273.680244370014,-39004.946263556565,0.9999991161601369,8.838398630750532e-07,-0.20876440290713816,0,0.1129470242005095,0.32171142710764766
6,2700,0.27,u025,-29500.0,-38901.456392437365,-10443.929292957328,-28457.527099480038,-28457.527099480038,-38901.47044846553,0.9999995060704245,4.939295755179707e-07,-0.21332663714399078,0,0.11539087813978857,0.32871751528377935
7,2800,0.28,u025,-29500.0,-38961.424097454845,-8139.388701563235,-30822.03539589161,-30822.03539589161,-38961.437075177644,0.9999995789469545,4.2105304559614254e-07,-0.2157669593211665,0,0.11386995474340308,0.3296369140645696
8,2900,0.29,u025,-29500.0,-38915.23465638314,-9814.761598159006,-29100.47305822413,-29100.47305822413,-38915.248401857665,0.9999995276550484,4.723449515964262e-07,-0.21140659250403887,0,0.11092540866681265,0.32233200117085153
9,3000,0.3,u025,-29500.0,-38890.169222499215,-8852.163388583169,-30038.005833916046,-30038.005833916046,-38890.182538956535,0.9999995566801076,4.4331989235146807e-07,-0.2141992238634442,0,0.1079007519759368,0.322099975839381
10,3100,0.31,u025,-29500.0,-38951.59896724683,-10673.947067537403,-28277.651899709424,-28277.651899709424,-38951.61311268582,0.9999994997666393,5.002333607340148e-07,-0.22043940637936954,0,0.10556543313706591,0.32600483951643544
11,3200,0.32,u025,-29500.0,-38889.82708780753,-6778.418061037111,-32111.409026770416,-32111.409026770416,-38889.83954443453,0.9999996120812596,3.8791874035215557e-07,-0.21846685087787948,0,0.10536814750086183,0.3238349983787413
