frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,150,0.0075,w000,0.0,-31595.66474644084,-5730.028607435689,-25865.636139005153,27488.203517328624,-96831.61560660938,0.3665409963082603,0.6334590036917397,-0.11743586453262558,0,-0.11743586453262558,0.14712766794696136,0.10265519720069627,0.22009106173332185
1,200,0.01,w000,0.0,-31558.65283691954,-7216.089917334912,-24342.562919584627,29011.276736749143,-97764.61746358403,0.35971424729598633,0.6402857527040137,-0.11007702009266851,0,-0.11007702009266851,0.14762763014806404,0.10684230309135084,0.21691932318401935
2,250,0.0125,w000,0.0,-31573.349403498058,-7631.718483796652,-23941.630919701405,29412.208736632365,-98036.38274206294,0.3579310571462842,0.6420689428537159,-0.10601621216403014,0,-0.10601621216403014,0.14769794112390142,0.10954807700234585,0.215564289166376
3,300,0.015,w000,0.0,-31642.563836311067,-6686.6592411277325,-24955.904595183332,28397.935061150438,-97456.6538570431,0.362453416309503,0.637546583690497,-0.11508286659191208,0,-0.11508286659191208,0.14746683649356013,0.10582324393886453,0.2209061105307766
4,350,0.0175,w000,0.0,-31723.820761891042,-5377.89907864631,-26345.92168324473,27007.917973089043,-96656.05114705287,0.3687107439225773,0.6312892560774227,-0.12290920067807587,0,-0.12290920067807587,0.1470164929119001,0.1032372936657977,0.22614649434387357
5,400,0.02,w000,0.0,-31794.72604495581,-5101.566991485797,-26693.15905347001,26660.680602863766,-96508.02230740205,0.3702844157939651,0.6297155842060349,-0.11890210753018006,0,-0.11890210753018006,0.14652164894049904,0.1075314553825578,0.22643356291273786
6,450,0.0225,w000,0.0,-31839.70451658901,-4594.347684922504,-27245.356831666504,26108.48282466727,-96205.96605667681,0.3727954835939823,0.6272045164060177,-0.11588414876632405,0,-0.11588414876632405,0.14607407771699935,0.11167386588972947,0.22755801465605352
7,500,0.025,w000,0.0,-31853.25705158767,-3406.2843074802795,-28446.97274410739,24906.866912226385,-95469.15913056348,0.37829522508079083,0.6217047749192092,-0.1247954690310948,0,-0.1247954690310948,0.1457175676008596,0.10897019603806567,0.23376566506916047
8,550,0.0275,w000,0.0,-31873.73635942382,-2022.05402938502,-29851.6823300388,23502.157326294975,-94620.87409076835,0.3847844433681359,0.6152155566318641,-0.1359794731238081,0,-0.1359794731238081,0.1454461428750485,0.10427300392417162,0.24025247704797972
9,600,0.03,w000,0.0,-31876.056943247542,-2193.0310394363805,-29683.02590381116,23670.81375252261,-94727.0207278306,0.3840019829879512,0.6159980170120488,-0.13571283812061524,0,-0.13571283812061524,0.14547882901324338,0.10568464543153908,0.24139748355215432
10,650,0.0325,w000,0.0,-31881.808037326315,-3137.4470104012,-28744.361026925115,24609.47862940866,-95313.02581810918,0.3796637311636054,0.6203362688363946,-0.12772645414551972,0,-0.12772645414551972,0.14564664188191198,0.11090184298464206,0.2386282971301618
11,700,0.035,w000,0.0,-31860.148516070152,-3782.6000409673825,-28077.54847510277,25276.291181231,-95706.0368289455,0.3765992707473733,0.6234007292526267,-0.12697918584362639,0,-0.12697918584362639,0.14598321928946448,0.11083992403668928,0.23781910988031568
12,750,0.0375,w000,0.0,-31831.84589382023,-3981.3563062482635,-27850.489587571967,25503.350068761807,-95819.40100185669,0.37555912950017273,0.6244408704998272,-0.13314375875339673,0,-0.13314375875339673,0.1463982749880957,0.10558091739400145,0.23872467614739817
13,800,0.04,w000,0.0,-31791.477937146778,-4563.547399427059,-27227.93053771972,26125.909118614054,-96168.67001936826,0.37271608046915106,0.6272839195308489,-0.1317045386247713,0,-0.1317045386247713,0.146742663067687,0.10464122016074695,0.23634575878551825
14,850,0.0425,w000,0.0,-31764.986193370154,-6027.506894374321,-25737.479298995833,27616.360357337944,-97082.15617562729,0.36596339560024643,0.6340366043997536,-0.1201646148756727,0,-0.1201646148756727,0.14710257572034574,0.10996570388385729,0.23013031875953
15,900,0.045,w000,0.0,-31749.708912526497,-6934.414063636286,-24815.29484889021,28538.544807443563,-97653.48843766058,0.36182426056503925,0.6381757394349608,-0.11568912648922054,0,-0.11568912648922054,0.14750251643542803,0.11171298476088097,0.2274021112501015
16,950,0.0475,w000,0.0,-31755.073869267384,-6920.80961294942,-24834.264256317965,28519.575400015812,-97646.74838342202,0.3619090974600909,0.6380909025399091,-0.12491329866603276,0,-0.12491329866603276,0.14790975833905096,0.10607975622191548,0.23099305488794825
17,1000,0.05,w000,0.0,-31785.099265260626,-6698.810928735331,-25086.288336525293,28267.551319808477,-97516.10164467047,0.36303744834253693,0.6369625516574631,-0.1311252698234331,0,-0.1311252698234331,0.14812610015723462,0.10309119216578118,0.23421646198921425
18,1050,0.0525,w000,0.0,-31829.077941455584,-7699.9942877609865,-24129.083653694597,29224.756002639177,-98171.83175421704,0.3587640455717743,0.6412359544282257,-0.12515963686821327,0,-0.12515963686821327,0.14832913148269733,0.1079469798319056,0.23310661670011887
19,1100,0.055,w000,0.0,-31885.19733765723,-7877.514091577209,-24007.68324608002,29346.15641025375,-98305.83021692626,0.35822442917811054,0.6417755708218895,-0.12152823748884035,0,-0.12152823748884035,0.1482378260640655,0.11207476213567331,0.23360299962451367
