frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,220,0.022,u006,-24500.0,-40071.31378012622,-7860.693355129479,-32210.62042499674,-32210.62042499674,-40071.3261983858,0.999999614467221,3.855327790902585e-07,0.11011812397111358,0.2630232241981917
1,240,0.024,u006,-24500.0,-40109.71223571617,-10212.703587726952,-29897.00864798922,-29897.00864798922,-40109.725614975134,0.9999995524887741,4.4751122590946935e-07,0.105820911601808,0.25679956868553716
2,260,0.026000000000000002,u006,-24500.0,-40108.31375752107,-13054.943584949855,-27053.370172571216,-27053.370172571216,-40108.32854310153,0.9999994534668248,5.465331751053348e-07,0.1060585866775588,0.25203625335870833
3,280,0.028,u006,-24500.0,-40072.09513368583,-15440.344947678444,-24631.750186007383,-24631.750186007383,-40072.11137287847,0.9999993407219907,6.592780092407047e-07,0.11033309683111236,0.2493793500324168
4,300,0.03,u006,-24500.0,-39996.1579098574,-17193.4443285077,-22802.7135813497,-22802.7135813497,-39996.17545161579,0.9999992307173733,7.692826267668984e-07,0.11395984297231579,0.24811781355147278
5,320,0.032,u006,-24500.0,-39948.6771175022,-18383.98752197041,-21564.68959553179,-21564.68959553179,-39948.695666327316,0.9999991398534571,8.601465428803579e-07,0.11254159059201486,0.2472689496787395
6,340,0.034,u006,-24500.0,-39897.452549172536,-18886.448196174373,-21011.004352998163,-21011.004352998163,-39897.47158679829,0.9999990939228351,9.060771647972921e-07,0.10796625137022199,0.2469501917283874
7,360,0.036000000000000004,u006,-24500.0,-39833.52955078398,-18534.480843183002,-21299.048707600974,-21299.048707600974,-39833.54833094889,0.9999991182642917,8.81735708335718e-07,0.10565082728214498,0.2481999116539794
8,380,0.038,u006,-24500.0,-39786.28296937578,-17358.481671073707,-22427.801298302074,-22427.801298302074,-39786.300804368904,0.9999992047831832,7.952168168401386e-07,0.10800641052945255,0.250823864755808
9,400,0.04,u006,-24500.0,-39698.98380580649,-15619.030751172919,-24079.953054633574,-24079.953054633574,-39699.0004171231,0.9999993101608773,6.898391226584089e-07,0.11255334016117985,0.2539175233763086
10,420,0.042,u006,-24500.0,-39597.90971218824,-13634.5477074417,-25963.362004746537,-25963.362004746537,-39597.92511850436,0.999999406613911,5.933860890428022e-07,0.11381056866983545,0.25495532085399725
11,440,0.044,u006,-24500.0,-39513.123514177685,-11555.137039882451,-27957.986474295234,-27957.986474295234,-39513.137821352335,0.9999994882621459,5.117378541474871e-07,0.11016272407379855,0.2532835861252146
12,460,0.046,u006,-24500.0,-39422.87126977739,-9591.812379750132,-29831.058890027256,-29831.058890027256,-39422.88467861486,0.9999995505078964,4.494921036490851e-07,0.10623821814407358,0.251096394452249
13,480,0.048,u006,-24500.0,-39382.177034893335,-8298.55263082296,-31083.624404070375,-31083.624404070375,-39382.18990340021,0.9999995860039983,4.1399600170244355e-07,0.10660778369306385,0.2501605642205115
14,500,0.05,u006,-24500.0,-39381.42942404776,-8443.414605463564,-30938.014818584197,-30938.014818584197,-39381.44235312014,0.9999995820978933,4.1790210675296535e-07,0.11056879549545434,0.25063193559912067
15,520,0.052000000000000005,u006,-24500.0,-39388.54672474487,-9946.582268449478,-29441.96445629539,-29441.96445629539,-39388.560310788554,0.9999995385487551,4.6145124488194966e-07,0.11342394374386089,0.2512011391806809
16,540,0.054,u006,-24500.0,-39438.47830038599,-12133.39689993026,-27305.081400455732,-27305.081400455732,-39438.492949666084,0.9999994634967697,5.365032302306894e-07,0.11188827383402493,0.25087053138509
17,560,0.056,u006,-24500.0,-39484.30547126787,-14178.463079521956,-25305.842391745915,-25305.842391745915,-39484.32127788454,0.999999375377564,6.246224360517694e-07,0.10785061498344915,0.2504360565202663
18,580,0.058,u006,-24500.0,-39523.509225763206,-15657.148347376002,-23866.360878387204,-23866.360878387204,-39523.52598574271,0.9999992977582108,7.02241789107827e-07,0.10619286460969267,0.2513408351362332
19,600,0.06,u006,-24500.0,-39578.194232956244,-16305.664873535832,-23272.529359420412,-23272.529359420412,-39578.211420589716,0.9999992614636846,7.385363154366331e-07,0.10867038656143894,0.25402268979033366
20,620,0.062,u006,-24500.0,-39593.4783874655,-16279.391509816254,-23314.086877649243,-23314.086877649243,-39593.49554446194,0.9999992640942242,7.359057757616583e-07,0.11209531856694836,0.2572817488683981
21,640,0.064,u006,-24500.0,-39594.25141910612,-15579.798243980913,-24014.453175125207,-24014.453175125207,-39594.268075730346,0.9999993063926544,6.936073455587888e-07,0.11240661870965024,0.25954141471240927
22,660,0.066,u006,-24500.0,-39599.764230807225,-14115.693779106601,-25484.070451700623,-25484.070451700623,-39599.77992687722,0.9999993840838459,6.15916154134144e-07,0.1094249526484411,0.26035756783514924
23,680,0.068,u006,-24500.0,-39575.12890935977,-11931.834746738517,-27643.294162621256,-27643.294162621256,-39575.14337940767,0.9999994765445586,5.234554414923487e-07,0.10700149537487738,0.26133941936840077
24,700,0.07,u006,-24500.0,-39560.66336478869,-9556.983687658474,-30003.679677130218,-30003.679677130218,-39560.67669648089,0.9999995556651553,4.4433484475137064e-07,0.10766247111409595,0.26334879857868215
25,720,0.07200000000000001,u006,-24500.0,-39537.150824692915,-7749.987661424442,-31787.163163268473,-31787.163163268473,-39537.163408383996,0.9999996041269535,3.95873046454831e-07,0.11051066222257064,0.26599968438421445
26,740,0.074,u006,-24500.0,-39474.47010958294,-7598.073044168414,-31876.397065414523,-31876.397065414523,-39474.482658047615,0.9999996063402408,3.9365975929017694e-07,0.11217966793617327,0.26791739942334497
27,760,0.076,u006,-24500.0,-39421.04497130768,-9400.178874133737,-30020.866097173945,-30020.866097173945,-39421.05829536772,0.9999995561737568,4.43826243201606e-07,0.11089404179022483,0.26846279496566716
28,780,0.078,u006,-24500.0,-39358.54718933959,-11763.000986708706,-27595.54620263088,-27595.54620263088,-39358.56168442466,0.9999994747315475,5.252684524559292e-07,0.10822855048307392,0.26764160343310245
29,800,0.08,u006,-24500.0,-39296.219548832974,-13807.336647636665,-25488.88290119631,-25488.88290119631,-39296.23524193947,0.9999993843164006,6.156835993809118e-07,0.10701854148977748,0.2663339730309712
30,820,0.082,u006,-24500.0,-39275.782444580924,-15218.591006782663,-24057.19143779826,-24057.19143779826,-39275.79907161424,0.9999993088548853,6.911451146396352e-07,0.10865124278862523,0.26512817972776487
31,840,0.084,u006,-24500.0,-39249.253324836114,-16031.9015958776,-23217.351728958514,-23217.351728958514,-39249.27055331712,0.9999992579491566,7.42050843494102e-07,0.1112139983053645,0.26323925363432815
32,860,0.08600000000000001,u006,-24500.0,-39239.098732343875,-16242.980465505912,-22996.118266837962,-22996.118266837962,-39239.116126570705,0.9999992436027543,7.563972457269585e-07,0.1119814241536023,0.2602379720258585
33,880,0.088,u006,-24500.0,-39253.99398121718,-15687.768621486553,-23566.225359730626,-23566.225359730626,-39254.01095464868,0.9999992797570764,7.202429236352614e-07,0.10976434682051124,0.2559550845124384
34,900,0.09,u006,-24500.0,-39240.8336083577,-14230.488881355413,-25010.344727002288,-25010.344727002288,-39240.849601729584,0.9999993605305482,6.394694517797284e-07,0.10727722024372652,0.25160885740820627
35,920,0.092,u006,-24500.0,-39229.687822851614,-12435.252190849831,-26794.435632001783,-26794.435632001783,-39229.70275131596,0.9999994428526907,5.571473092880197e-07,0.10751688881357747,0.2486470969458922
36,940,0.094,u006,-24500.0,-39206.11829487115,-10872.468567830074,-28333.649727041076,-28333.649727041076,-39206.13241235353,0.9999995017419766,4.9825802339587e-07,0.11009609948967745,0.24729619403939357
37,960,0.096,u006,-24500.0,-39155.705033562816,-10074.833363061247,-29080.87167050157,-29080.87167050157,-39155.7187883022,0.9999995270180851,4.729819148563408e-07,0.11209102923737368,0.24654490817854763
38,980,0.098,u006,-24500.0,-39132.78918918234,-10471.782891735143,-28661.006297447195,-28661.006297447195,-39132.80314541964,0.9999995130588379,4.869411620034292e-07,0.11117541315558868,0.24578230034943022
39,1000,0.1,u006,-24500.0,-39108.98945766722,-11713.801786493306,-27395.187671173917,-27395.187671173917,-39109.00405876401,0.9999994670202152,5.329797846953532e-07,0.10856203564840243,0.24509301333589278
40,1020,0.10200000000000001,u006,-24500.0,-39084.65369766412,-13276.026136701403,-25808.62756096272,-25808.62756096272,-39084.669196348,0.9999993994773559,6.005226440009004e-07,0.1074050583818339,0.24523483555722483
