frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u004,50000.0,-32211.137698937222,-4291.803586778601,-27919.33411215862,-152919.33411215863,-32211.140314695367,0.9999999828945236,1.710547636868398e-08,-0.15868304869197059,0,-0.15868304869197059,0.1474555105597401,0.11417218923725325,0.27285523792922384
1,400,0.04,u004,50000.0,-31954.835235580806,-9571.732579630345,-22383.10265595046,-147383.10265595047,-31954.83794959609,0.9999999815853029,1.841469704499943e-08,-0.1599291243086839,0,-0.1599291243086839,0.1514567031050152,0.1143031268585336,0.2742322511672175
2,500,0.05,u004,50000.0,-31912.84316789068,-8296.82197913217,-23616.02118875851,-148616.02118875852,-31912.845859390487,0.9999999818895724,1.811042765753612e-08,-0.1834994850877389,0,-0.1834994850877389,0.15220345301437668,0.11330768157764416,0.29680716666538304
3,600,0.06,u004,50000.0,-31530.842039089985,9265.683469374153,-40796.52550846414,-165796.52550846414,-31530.84445168575,0.9999999854484545,1.4551545524099652e-08,-0.18639773798540232,0,-0.18639773798540232,0.14228282386272711,0.11364593417355943,0.30004367215896177
4,700,0.07,u004,50000.0,-32052.368174355757,-3716.4210559316653,-28335.94711842409,-153335.94711842408,-32052.37078300689,0.9999999829873484,1.7012651620795793e-08,-0.18406612904744962,0,-0.18406612904744962,0.14850981353724088,0.11320246174504345,0.29726859079249307
5,800,0.08,u004,50000.0,-32181.633256968948,-10417.733123055057,-21763.900133913892,-146763.90013391388,-32181.635982434746,0.9999999814295906,1.8570409376916786e-08,-0.16925651551660018,0,-0.16925651551660018,0.1527296551961235,0.11379472807777577,0.28305124359437595
6,900,0.09,u004,50000.0,-32242.17234931222,-4783.675511331097,-27458.49683798112,-152458.49683798113,-32242.174972977038,0.9999999827909577,1.720904230229081e-08,-0.16782011924836476,0,-0.16782011924836476,0.14827413048150664,0.11494359832594563,0.2827637175743104
7,1000,0.1,u004,50000.0,-32288.214927819485,-5035.829419853086,-27252.3855079664,-152252.3855079664,-32288.217555036063,0.9999999827443329,1.7255667172921818e-08,-0.17570719156065523,0,-0.17570719156065523,0.14867227367112557,0.11346527103480057,0.2891724625954558
8,1100,0.11,u004,50000.0,-32325.223102551776,-2205.492379485164,-30119.730723066612,-155119.7307230666,-32325.22568120499,0.9999999833763692,1.6623630805234768e-08,-0.1764400096691299,0,-0.1764400096691299,0.1469726885473627,0.11208937421791279,0.2885293838870427
9,1200,0.12,u004,50000.0,-32222.008215572492,-757.2960463643522,-31464.712169208142,-156464.71216920813,-32222.01077205943,0.9999999836609366,1.633906343556646e-08,-0.15772637825240735,0,-0.15772637825240735,0.14533223225876596,0.11171304112453315,0.2694394193769405
