frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u015,-34500.0,-38776.724239698524,-1756.8190958425985,-37019.905143855925,-37019.905143855925,-38776.73504469334,0.9999997081303027,2.918696973552848e-07,-0.15509258654642294,0,0.10742329285479996,0.2625158794012229
1,2200,0.22,u015,-34500.0,-38797.188988326845,-8184.537884520105,-30612.65110380674,-30612.65110380674,-38797.20205481455,0.9999995731674298,4.268325701772824e-07,-0.15763447230944402,0,0.1083276365616154,0.2659621088710594
2,2300,0.23,u015,-34500.0,-38712.69237975869,-6733.204494405945,-31979.487885352748,-31979.487885352748,-38712.704887771484,0.9999996088741929,3.911258070754542e-07,-0.14531664668865263,0,0.10954511777097214,0.2548617644596248
3,2400,0.24,u015,-34500.0,-38746.63204743224,-4379.262666009337,-34367.369381422905,-34367.369381422905,-38746.643686375566,0.9999996613376103,3.386623897427832e-07,-0.12886223384373796,0,0.11076465033697386,0.23962688418071182
4,2500,0.25,u015,-34500.0,-38710.85650682787,-654.3202619908261,-38056.53624483704,-38056.53624483704,-38710.86701750301,0.9999997238143463,2.761856536248608e-07,-0.14037320945791135,0,0.11100864203157293,0.2513818514894843
5,2600,0.26,u015,-34500.0,-38737.94082234654,-12617.15260000492,-26120.788222341624,-26120.788222341624,-38737.95613581113,0.9999994137448494,5.862551506474745e-07,-0.14927768872402458,0,0.1107284821638932,0.2600061708879178
6,2700,0.27,u015,-34500.0,-38698.377639135375,-4494.840993962105,-34203.53664517327,-34203.53664517327,-38698.389333828454,0.9999996580855015,3.419144984917466e-07,-0.1479942102684379,0,0.1088684529888896,0.2568626632573275
7,2800,0.28,u015,-34500.0,-38685.87552151189,-7738.313067555078,-30947.56245395681,-30947.56245395681,-38685.88844659552,0.9999995823557071,4.1764429287161065e-07,-0.15790555107331306,0,0.10718936235591525,0.2650949134292283
8,2900,0.29,u015,-34500.0,-38654.01053572324,-7515.07027692275,-31138.94025880049,-31138.94025880049,-38654.02338137025,0.9999995874735521,4.1252644794598226e-07,-0.16440101470643512,0,0.10699271061145924,0.27139372531789435
9,3000,0.3,u015,-34500.0,-38534.950775245146,-1764.144228766876,-36770.80654647827,-36770.80654647827,-38534.961653436825,0.9999997041624522,2.95837547792388e-07,-0.16391340220315875,0,0.10778892889194597,0.2717023310951047
10,3100,0.31,u015,-34500.0,-38603.65215254421,-10884.905184453295,-27718.746968090913,-27718.746968090913,-38603.666583203434,0.9999994793904565,5.206095434751035e-07,-0.17428548972130645,0,0.10829003665597117,0.2825755263772776
11,3200,0.32,u015,-34500.0,-38534.763935436466,-6797.219948117941,-31737.543987318524,-31737.543987318524,-38534.776538801154,0.9999996028881541,3.971118459067391e-07,-0.19588588333025297,0,0.11131546069270588,0.30720134402295884
12,3300,0.33,u015,-34500.0,-38418.523017025145,-4306.203011403064,-34112.32000562208,-34112.32000562208,-38418.53474298991,0.9999996562544939,3.437455061150452e-07,-0.21040009665480958,0,0.11205934722721796,0.3224594438820275
13,3400,0.34,u015,-34500.0,-38485.37370674708,-7811.92006431878,-30673.4536424283,-30673.4536424283,-38485.38674733372,0.9999995748579306,4.2514206943788935e-07,-0.2099198279402601,0,0.11142486983228406,0.32134469777254415
14,3500,0.35000000000000003,u015,-34500.0,-38405.84955910721,-6011.458858290716,-32394.390700816497,-32394.390700816497,-38405.86190691925,0.9999996188289899,3.8117101014423227e-07,-0.2137498667476622,0,0.11113054736593311,0.3248804141135953
15,3600,0.36,u015,-34500.0,-38448.64402155686,-6188.431141929963,-32260.212879626895,-32260.212879626895,-38448.656420726315,0.9999996156516395,3.8434836041600917e-07,-0.21992515944012142,0,0.11002990558190828,0.3299550650220297
16,3700,0.37,u015,-34500.0,-38432.704867529246,-3938.9026420015434,-34493.8022255277,-34493.8022255277,-38432.71646381147,0.9999996638157096,3.361842904614498e-07,-0.2137022805848657,0,0.10861860228608058,0.3223208828709463
17,3800,0.38,u015,-34500.0,-38364.778877005825,-6427.365397888905,-31937.41347911692,-31937.41347911692,-38364.79140149668,0.9999996078429757,3.9215702429817867e-07,-0.2174718426894348,0,0.10841965192089031,0.3258914946103251
18,3900,0.39,u015,-34500.0,-38394.218399830075,-10345.904397769307,-28048.314002060768,-28048.314002060768,-38394.23266092957,0.9999994915528616,5.08447138392043e-07,-0.21804700608562066,0,0.10908030830331168,0.32712731438893233
19,4000,0.4,u015,-34500.0,-38381.22652363527,-2739.9613969103375,-35641.26512672493,-35641.26512672493,-38381.23774657791,0.9999996851139956,3.1488600443774217e-07,-0.20389557102493405,0,0.10936256487643858,0.31325813590137264
20,4100,0.41000000000000003,u015,-34500.0,-38335.93916132243,-10724.888203141687,-27611.050958180742,-27611.050958180742,-38335.95364826792,0.9999994753213013,5.246786987100904e-07,-0.18334897398613928,0,0.1097163579534238,0.2930653319395631
21,4200,0.42,u015,-34500.0,-38255.169765319966,1103.5997515190975,-39358.769516839064,-39358.769516839064,-38255.179928236685,0.9999997417878761,2.582121238492441e-07,-0.18886785986840943,0,0.11054007236298534,0.2994079322313948
22,4300,0.43,u015,-34500.0,-38202.78988504445,-10138.730646911776,-28064.05923813267,-28064.05923813267,-38202.80413814281,0.9999994921232254,5.07876774580307e-07,-0.17962961936401375,0,0.11146187580832426,0.291091495172338
23,4400,0.44,u015,-34500.0,-38253.11304624405,-10166.754513409309,-28086.35853283474,-28086.35853283474,-38253.12728802611,0.9999994929293663,5.07070633704032e-07,-0.16178018521048132,0,0.11047425013903718,0.2722544353495185
24,4500,0.45,u015,-34500.0,-38277.551225797535,2378.567861147836,-40656.11908694537,-40656.11908694537,-38277.56106441254,0.9999997580041957,2.419958043398118e-07,-0.15248205343787818,0,0.10990554839155627,0.26238760182943444
25,4600,0.46,u015,-34500.0,-38134.23367099301,-9507.843549424782,-28626.390121568227,-28626.390121568227,-38134.247644106734,0.9999995118804703,4.881195297401497e-07,-0.15360165011385551,0,0.10917140484597816,0.26277305495983366
26,4700,0.47000000000000003,u015,-34500.0,-38176.23716773238,-2327.2091234902327,-35849.02804424215,-35849.02804424215,-38176.248325632536,0.9999996887532573,3.1124674271243435e-07,-0.15184653973637544,0,0.10937791488303764,0.26122445461941307
27,4800,0.48,u015,-34500.0,-38243.3938324163,-6912.288148602209,-31331.105683814094,-31331.105683814094,-38243.40659927621,0.9999995925183863,4.074816136734327e-07,-0.13453470869148396,0,0.10907310532521111,0.24360781401669507
28,4900,0.49,u015,-34500.0,-38144.17251457038,-11282.219173009886,-26861.953341560496,-26861.953341560496,-38144.18740551197,0.9999994456499536,5.543500464222362e-07,-0.15050382562818354,0,0.11022059177838654,0.2607244174065701
29,5000,0.5,u015,-34500.0,-38073.239395530225,2463.8180274303595,-40537.057422960585,-40537.057422960585,-38073.24926304228,0.999999756580574,2.434194258937872e-07,-0.14844277471685718,0,0.11137047606824074,0.2598132507850979
30,5100,0.51,u015,-34500.0,-38153.52760688227,-7766.846155402949,-30386.681451479322,-30386.681451479322,-38153.54077053844,0.9999995667955783,4.3320442161265404e-07,-0.1437748188003306,0,0.11018045855768126,0.2539552773580119
31,5200,0.52,u015,-34500.0,-37971.41842218116,-7771.909076941141,-30199.509345240018,-30199.509345240018,-37971.431667423654,0.9999995614090704,4.385909296300561e-07,-0.14952635472472048,0,0.10983446551742727,0.25936082024214774
32,5300,0.53,u015,-34500.0,-37991.71153526753,-3651.7624665123003,-34339.94906875523,-34339.94906875523,-37991.7231835045,0.9999996607965538,3.392034462756932e-07,-0.15335842347098902,0,0.10866094201666984,0.26201936548765886
33,5400,0.54,u015,-34500.0,-37987.57899862557,-4654.769144279417,-33332.80985434615,-33332.80985434615,-37987.590998809705,0.9999996399890814,3.6001091857640333e-07,-0.13911853887927778,0,0.10848843648070373,0.2476069753599815
34,5500,0.55,u015,-34500.0,-38010.93893499466,-3847.9625757512113,-34162.97635924345,-34162.97635924345,-38010.950643572345,0.9999996572731386,3.427268614464296e-07,-0.15296752912244674,0,0.11024743409056567,0.2632149632130124
35,5600,0.56,u015,-34500.0,-38125.12594056249,-10290.823538603116,-27834.302401959372,-27834.302401959372,-38125.14031131221,0.9999994837041477,5.162958522930694e-07,-0.15161465887983494,0,0.11083015573136595,0.2624448146112009
