frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,1100,0.11,p006,0.076,129698.26451599647,-39233.85814191116,168932.12265790763,168932.12265790763,-39233.860509726044,1.401636812170537e-08,0.9999999859836319,0.1048422307623708,1,0.1048422307623708,0.35059835545312085,0.20581644929640872,0.10097421853403792
1,1200,0.12,p006,0.076,131841.27544966128,-39169.59446049141,171010.8699101527,171010.8699101527,-39169.59679952398,1.3677683208257463e-08,0.9999999863223168,0.1015602093724236,1,0.1015602093724236,0.350943619758832,0.20241781234490078,0.10085760297247717
2,1300,0.13,p006,0.076,130081.70543419811,-39120.25372463555,169201.95915883366,169201.95915883366,-39120.25608867433,1.3971698242798425e-08,0.9999999860283018,0.1016569359584029,1,0.1016569359584029,0.34975755879017506,0.20260561853691814,0.10094868257851523
3,1400,0.14,p006,0.076,143044.71005637888,-39013.51649846055,182058.22655483944,182058.22655483944,-39013.51869555982,1.2068112786867147e-08,0.9999999879318873,0.09841086049834294,1,0.09841086049834294,0.35475198829742105,0.19872187008332773,0.10031100958498479
4,1500,0.15,p006,0.076,147894.8910588917,-39073.37718583146,186968.26824472315,186968.26824472315,-39073.3793252319,1.144258549024002e-08,0.9999999885574145,0.0974742621294798,1,0.0974742621294798,0.3531985359040403,0.19755580615075766,0.10008154402127786
5,1600,0.16,p006,0.076,142119.82300611827,-38987.88822147256,181107.71122759083,181107.71122759083,-38987.890430102954,1.2195120357993972e-08,0.9999999878048796,0.09615809288090921,1,0.09615809288090921,0.3475772402970451,0.1965064955214476,0.1003484026405384
6,1700,0.17,p006,0.076,115652.90217745266,-38964.12521295491,154617.02739040757,154617.02739040757,-38964.12779999206,1.673190269668723e-08,0.9999999832680972,0.10290440656728177,1,0.10290440656728177,0.34631996175991964,0.20464866241852825,0.10174425585124648
7,1800,0.18,p006,0.076,129914.39939051957,-38931.5544269605,168845.95381748007,168845.95381748007,-38931.55679598378,1.4030678008314368e-08,0.999999985969322,0.10298751292831501,1,0.10298751292831501,0.34629016242759814,0.2039567081025972,0.10096919517428218
8,1900,0.19,p006,0.076,175081.6257877197,-38951.251514725824,214032.87730244553,214032.87730244553,-38951.25338359756,8.731703859954365e-09,0.9999999912682962,0.09824494728076512,1,0.09824494728076512,0.3483598573354841,0.19716202878689806,0.09891708150613295
9,2000,0.2,p006,0.076,174240.44586535296,-38929.84716078182,213170.29302613478,213170.29302613478,-38929.84903721587,8.80251177504121e-09,0.9999999911974882,0.09331433193019152,1,0.09331433193019152,0.34915784067777356,0.19225351188406914,0.09893917995387762
10,2100,0.21,p006,0.076,105699.04033051783,-38834.15740923671,144533.19773975454,144533.19773975454,-38834.16017676692,1.9148058361118103e-08,0.9999999808519416,0.10252310307358606,1,0.10252310307358606,0.34798545470011977,0.20486115263300544,0.10233804955941939
11,2200,0.22,p006,0.076,94193.32809510562,-38961.31273009954,133154.64082520516,133154.64082520516,-38961.315734125455,2.2560428691864587e-08,0.9999999774395714,0.10881948342161815,1,0.10881948342161815,0.34538701102819314,0.21191376450436278,0.10309428108274463
12,2300,0.23,p006,0.076,124253.29197602926,-38977.864380165,163231.15635619426,163231.15635619426,-38977.866830677536,1.5012528942204284e-08,0.999999984987471,0.11071866296263821,1,0.11071866296263821,0.3440202316060704,0.2119893488965883,0.10127068593395008
13,2400,0.24,p006,0.076,134215.8874745081,-38952.394735909795,173168.2822104179,173168.2822104179,-38952.3970458016,1.3339000126677547e-08,0.9999999866609999,0.11135396107826243,1,0.11135396107826243,0.3496904630280278,0.21210988486252705,0.10075592378426462
14,2500,0.25,p006,0.076,117862.9744628476,-38818.648351875774,156681.62281472338,156681.62281472338,-38818.6509048235,1.629385498747027e-08,0.9999999837061451,0.1230931884782814,1,0.1230931884782814,0.35415309166772385,0.22477269132426875,0.10167950284598734
