frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u003,25000.0,-32868.62463944517,-6850.543942663152,-26018.080696782014,-151018.080696782,-32868.62728813458,0.9999999824611112,1.753888884126198e-08,-0.13391503541547817,0,-0.13391503541547817,0.14754193118121733,0.1145103328704898,0.24842536828596795
1,400,0.04,u003,25000.0,-32802.591835199535,-12507.440606615732,-20295.151228583803,-145295.1512285838,-32802.594588216336,0.9999999810522466,1.8947753421816316e-08,-0.13448287201164466,0,-0.13448287201164466,0.1516364964399327,0.11392688861143428,0.24840976062307893
2,500,0.05,u003,25000.0,-32733.763197490134,-7205.18050080262,-25528.582696687514,-150528.58269668752,-32733.765854792728,0.9999999823468576,1.7653142392326515e-08,-0.1480095922309854,0,-0.1480095922309854,0.14843473110196362,0.11295297339759494,0.26096256562858033
3,600,0.06,u003,25000.0,-31934.5109691888,1829.5071087124124,-33764.018077901215,-158764.01807790122,-31934.513488651326,0.9999999841307717,1.586922826479764e-08,-0.15376034300166463,0,-0.15376034300166463,0.14409307836004154,0.1130782426903038,0.26683858569196844
4,700,0.07,u003,25000.0,-32297.773481956636,-10484.238224363584,-21813.535257593052,-146813.53525759306,-32297.776206501017,0.9999999814421452,1.8557854863932022e-08,-0.15844077766740153,0,-0.15844077766740153,0.15191595680043346,0.11192730820468758,0.2703680858720891
5,800,0.08,u003,25000.0,-32547.670094576188,-8064.071631739905,-24483.598462836282,-149483.5984628363,-32547.672770454992,0.9999999820991818,1.7900818105598404e-08,-0.14597684822743973,0,-0.14597684822743973,0.148977569811478,0.11255025841812426,0.258527106645564
6,900,0.09,u003,25000.0,-32646.264952083944,-5748.070101034827,-26898.194851049117,-151898.1948510491,-32646.267585426576,0.9999999826637667,1.7336233282261304e-08,-0.15669741930249687,0,-0.15669741930249687,0.14797799868103054,0.11153800854687619,0.26823542784937304
7,1000,0.1,u003,25000.0,-32697.003495129076,-8978.748520052148,-23718.25497507693,-148718.25497507694,-32697.006184778664,0.9999999819144632,1.8085536901413235e-08,-0.1639489640840513,0,-0.1639489640840513,0.15048873649205796,0.11012575294968625,0.27407471703373754
8,1100,0.11,u003,25000.0,-32759.18950888585,1710.3760070045746,-34469.56551589043,-159469.56551589043,-32759.19201720142,0.9999999842708829,1.5729117175400376e-08,-0.15743473490683924,0,-0.15743473490683924,0.14395206779302772,0.11086597383157082,0.26830070873841005
9,1200,0.12,u003,25000.0,-32809.14384623367,1220.103829594801,-34029.24767582847,-159029.24767582846,-32809.14636149422,0.9999999841836611,1.5816338849727885e-08,-0.14236753410628925,0,-0.14236753410628925,0.14358548274253713,0.11048145068337364,0.2528489847896629
