frame,step,time_ps,window_id,lambda,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,250,0.0125,w001,0.1,-30571.20582678268,-26075.941525104354,-4495.264301678326,48858.57535465545,-110311.43534350776,0.2791640599046262,0.7208359400953738,-0.11258328265711759,0,-0.11258328265711759,0.26372071444081563,0.13696770296192787,0.24955098561904546
1,300,0.015,w001,0.1,-30710.200041132928,-28412.12647356899,-2298.073567563937,51055.76608876984,-112042.94849586856,0.2712754716217809,0.7287245283782191,-0.05903168101397335,0,-0.05903168101397335,0.24507437227963982,0.14311333805891124,0.2021450190728846
2,350,0.0175,w001,0.1,-31191.40978521267,-28063.595413274394,-3127.814371938275,50226.025284395495,-111920.72934100138,0.27422977148397387,0.7257702285160261,-0.07464485642901546,0,-0.07464485642901546,0.21573855023741978,0.11648884899046862,0.19113370541948407
3,400,0.02,w001,0.1,-31373.214668063414,-26373.019677143522,-5000.194990919892,48353.644665413885,-110749.93671849484,0.2810066462408458,0.7189933537591542,-0.07021857042998778,0,-0.07021857042998778,0.18278591356531146,0.1324879769215937,0.20270654735158147
4,450,0.0225,w001,0.1,-31331.71046806389,-20470.109197618684,-10861.601270445208,42492.23838588857,-106558.45369871598,0.3032060616962954,0.6967939383037046,-0.06881724301408804,0,-0.06881724301408804,0.16134384725621548,0.1527718428541254,0.22158908586821344
5,500,0.025,w001,0.1,-31665.52136908763,-24736.340658331937,-6929.180710755692,46424.65894557809,-109662.17734401478,0.28814808034663786,0.7118519196533621,-0.10712470866584514,0,-0.10712470866584514,0.17536649222176215,0.11774323946698892,0.22486794813283406
6,550,0.0275,w001,0.1,-31301.344425458286,-28718.000370410027,-2583.344055048259,50770.49560128551,-112426.35358762465,0.27228779617483395,0.727712203825166,-0.07328664815170381,0,-0.07328664815170381,0.20355179155334605,0.11878064924886843,0.19206729740057224
7,600,0.03,w001,0.1,-30723.81285642929,-29817.850411874395,-905.9624445548943,52447.87721177889,-113074.43982663451,0.26638619371526917,0.7336138062847308,-0.05108334536148312,0,-0.05108334536148312,0.2253623020336575,0.1290107766286397,0.1800941219901228
8,650,0.0325,w001,0.1,-30725.35033025291,-27906.06207543899,-2819.2882548139205,50534.55140151984,-111678.75906319397,0.2731277579809869,0.7268722420190131,-0.10083002768313241,0,-0.10083002768313241,0.23437195840697603,0.10783240329176781,0.20866243097490023
9,700,0.035,w001,0.1,-30422.819842905843,-29501.56293514555,-921.256907760293,52432.58274857349,-112762.22699100777,0.26643945179431555,0.7335605482056844,-0.03196001387510683,0,-0.03196001387510683,0.2287894331855718,0.15083857347561075,0.18279858735071758
10,750,0.0375,w001,0.1,-31000.32572575443,-26457.81151406363,-4542.514211690799,48811.32544464298,-110706.49987116562,0.27933601250447604,0.720663987495524,-0.10393870742187164,0,-0.10393870742187164,0.21018710087626627,0.12607684461788665,0.2300155520397583
11,800,0.04,w001,0.1,-31151.68518924306,-21986.863691364866,-9164.821497878194,44189.01815845558,-107566.33346372365,0.2966269103268545,0.7033730896731455,-0.15533980987167212,0,-0.15533980987167212,0.1835671623411575,0.11020128354932719,0.2655410934209993
12,850,0.0425,w001,0.1,-31033.356657066994,-19126.599720172366,-11906.756936894628,41447.082719439146,-105533.98753665152,0.3073199800812536,0.6926800199187464,-0.10950388647108905,0,-0.10950388647108905,0.16251345586208346,0.13374053519223678,0.24324442166332583
13,900,0.045,w001,0.1,-31097.21874815718,-25401.59487937178,-5695.623868785398,47658.21578754838,-109974.81957091801,0.283562577048984,0.716437422951016,-0.054749010327407255,0,-0.054749010327407255,0.17231435131063183,0.1325822675480351,0.18733127787544235
14,950,0.0475,w001,0.1,-31055.788643905842,-27641.902500056894,-3413.8861438489475,49939.953512484826,-111577.63242500034,0.27525528759391954,0.7247447124060804,-0.07535303096343941,0,-0.07535303096343941,0.19880004073879604,0.1069340145359509,0.18228704549939032
15,1000,0.05,w001,0.1,-30801.64740378113,-28453.975717158643,-2347.671686622489,51006.167969711285,-112098.25685063069,0.27145122329446514,0.7285487767055349,-0.06651676491412001,0,-0.06651676491412001,0.22084466960461302,0.13104103774624357,0.19755780266036357
16,1050,0.0525,w001,0.1,-30296.341507866266,-28022.081887764838,-2274.2596201014276,51079.58003623235,-111646.4447746019,0.2711911246193558,0.7288088753806442,-0.05567518642106642,0,-0.05567518642106642,0.23142142387475553,0.15361467499658027,0.2092898614176467
17,1100,0.055,w001,0.1,-30541.7264517944,-27223.32734337797,-3318.39910841643,50035.440547917344,-111132.79032181183,0.27491258708668986,0.7250874129133101,-0.09939520210182201,0,-0.09939520210182201,0.2282597088608396,0.10852132194457384,0.20791652404639585
18,1150,0.0575,w001,0.1,-30446.51301448702,-28969.21246661797,-1477.3005478690502,51876.53910846473,-112378.56810075481,0.2683826043571171,0.7316173956428829,-0.04494681455006147,0,-0.04494681455006147,0.2123386598110443,0.1269129646282464,0.17185977917830786
19,1200,0.06,w001,0.1,-30908.911790698683,-27114.227540799606,-3794.6842498990773,49559.1554064347,-111155.03492347518,0.2766259146724157,0.7233740853275843,-0.059262746785932796,0,-0.059262746785932796,0.18776534514025936,0.13941429739264932,0.19867704417858212
20,1250,0.0625,w001,0.1,-31195.023957987203,-20699.65451051392,-10495.369447473284,42858.4702088605,-106677.2174264192,0.30177555722184385,0.6982244427781561,-0.12237745735978181,0,-0.12237745735978181,0.1657544987164988,0.11485343764646055,0.23723089500624236
21,1300,0.065,w001,0.1,-31192.06590712368,-21922.68622862074,-9269.37967850294,44084.45997783084,-107533.1917745356,0.2970287458676981,0.7029712541323019,-0.12230896070011998,0,-0.12230896070011998,0.16978469580511596,0.11332827339328205,0.23563723409340204
22,1350,0.0675,w001,0.1,-30802.560896030434,-27554.07220828906,-3248.4886877413737,50105.35096859239,-111444.32469504014,0.2746619323700514,0.7253380676299486,-0.0528688345426267,0,-0.0528688345426267,0.19457533360349302,0.14192621422918794,0.19479504877181464
23,1400,0.07,w001,0.1,-30279.883049003354,-28923.120206145388,-1356.7628428579665,51997.0768134758,-112300.15107939878,0.26796023095510674,0.7320397690448932,-0.038777369240412224,0,-0.038777369240412224,0.218451453150984,0.13472916112815478,0.173506530368567
24,1450,0.0725,w001,0.1,-30256.743504767455,-25293.619839491068,-4963.123665276387,48390.7159910574,-109660.12210664788,0.2808709882206408,0.7191290117793592,-0.1233373072323223,0,-0.1233373072323223,0.2325025883458789,0.10335725835830457,0.22669456559062687
25,1500,0.075,w001,0.1,-30073.300267280836,-25899.396332025168,-4173.903935255668,49179.9357210781,-110045.3655070444,0.27799714145745325,0.7220028585425468,-0.09723660344583246,0,-0.09723660344583246,0.233199508223409,0.14396899051767437,0.24120559396350683
26,1550,0.0775,w001,0.1,-30422.66796879219,-27372.31734181354,-3050.3506269786485,50303.48902935513,-111208.21913797772,0.2739526914734358,0.7260473085265642,-0.08048386061529908,0,-0.08048386061529908,0.21998560876500722,0.1365947417927553,0.21707860240805438
27,1600,0.08,w001,0.1,-30731.148260676622,-27733.669143931034,-2997.479116745588,50356.36053958819,-111555.09164355787,0.273763725563209,0.726236274436791,-0.07790355108873599,0,-0.07790355108873599,0.19540643658181972,0.11020772665547486,0.18811127774421085
28,1650,0.0825,w001,0.1,-30760.78612806587,-24747.642840010354,-6013.143288055515,47340.696368278266,-109411.09042257254,0.2847365671170877,0.7152634328829123,-0.06177334518019435,0,-0.06177334518019435,0.16772250415219775,0.114594284035673,0.17636762921586735
29,1700,0.085,w001,0.1,-30912.31053821869,-21944.571326757585,-8967.739211461107,44386.100444872674,-107465.65572780126,0.2958707707909866,0.7041292292090133,-0.07459491554597963,0,-0.07459491554597963,0.16244254126202776,0.1120660944039791,0.18666100994995874
30,1750,0.08750000000000001,w001,0.1,-30742.925955380015,-28026.3537019751,-2716.5722534049164,50637.267402928854,-111771.01489784004,0.2727617906876166,0.7272382093123835,-0.053450074771189834,0,-0.053450074771189834,0.18659456772523636,0.12384387186880243,0.17729394663999226
31,1800,0.09,w001,0.1,-30718.31375436529,-28014.621441587162,-2703.6923127781265,50650.147343555655,-111755.76977711188,0.2727159331274095,0.7272840668725905,-0.08110039877451818,0,-0.08110039877451818,0.2108542477894983,0.10745200204686324,0.18855240082138142
32,1850,0.0925,w001,0.1,-30585.054084535117,-29290.03200590116,-1295.022078633956,52058.81757769981,-112650.5254816431,0.26774413139250497,0.732255868607495,-0.05801823829982519,0,-0.05801823829982519,0.22556093088344248,0.11993647996102627,0.17795471826085146
33,1900,0.095,w001,0.1,-31028.43848005209,-28271.468295545223,-2756.9701845068666,50596.869471826896,-112027.15140940758,0.27290566980604414,0.7270943301939559,-0.08458042613318147,0,-0.08458042613318147,0.22853576375105059,0.11660936962827438,0.20118979576145585
34,1950,0.0975,w001,0.1,-31248.785893142758,-26951.075502993925,-4297.7103901488335,49056.129266184944,-111131.49030814262,0.2784461724461492,0.7215538275538508,-0.09309519110004472,0,-0.09309519110004472,0.2205891883462574,0.13895397934726783,0.23204917044731255
35,2000,0.1,w001,0.1,-31317.211560587708,-25556.751108179058,-5760.46045240865,47593.37920392513,-110148.36878740983,0.2838019460443242,0.7161980539556758,-0.10743048164835767,0,-0.10743048164835767,0.20456433230304435,0.14129203145524138,0.24872251310359905
36,2050,0.10250000000000001,w001,0.1,-31499.133011123708,-24804.36663623075,-6694.766374892959,46659.07328144081,-109662.76005745109,0.287271599946747,0.712728400053253,-0.12349801207966606,0,-0.12349801207966606,0.18518564824484246,0.11434646128163296,0.23784447336129902
37,2100,0.105,w001,0.1,-31289.713432133198,-25127.948572231096,-6161.764859902101,47192.07479643167,-109833.7550856226,0.28528758489029893,0.7147124151097011,-0.06533837532883993,0,-0.06533837532883993,0.17111110072965569,0.13452836694908824,0.19986674227792817
38,2150,0.1075,w001,0.1,-31252.765483308187,-25754.21415246315,-5498.551330845035,47855.28832548873,-110271.62805623547,0.2828361320257019,0.7171638679742981,-0.063792138718165,0,-0.063792138718165,0.1736439808250976,0.13931734442788962,0.20310948314605462
39,2200,0.11,w001,0.1,-31314.39391606362,-24875.185702009367,-6439.208214054252,46914.631442279526,-109660.28633200203,0.28631878312703063,0.7136812168729694,-0.13136420760211778,0,-0.13136420760211778,0.1882636780402356,0.10789647818975603,0.23926068579187382
40,2250,0.1125,w001,0.1,-30967.21872971966,-27706.840793193885,-3260.377936525776,50093.461719807994,-111600.35905729866,0.2747045446920857,0.7252954553079143,-0.07720111534474774,0,-0.07720111534474774,0.2014487566148246,0.13638500107770826,0.213586116422456
41,2300,0.115,w001,0.1,-30723.917517790145,-28726.236554802446,-1997.6809629876989,51356.158693346064,-112275.72906192426,0.27021331548136807,0.7297866845186319,-0.04514350328513522,0,-0.04514350328513522,0.20684176826354814,0.15259454061354477,0.19773804389868
42,2350,0.11750000000000001,w001,0.1,-31240.491039341054,-26712.134430404898,-4528.356608936156,48825.48304739762,-110956.86842400735,0.27928447973048215,0.7207155202695179,-0.11509579515473482,0,-0.11509579515473482,0.2039739499947238,0.11578354251183752,0.23087933766657234
43,2400,0.12,w001,0.1,-31357.55268195433,-26614.661398687305,-4742.891283267025,48610.94837306674,-110919.39542607391,0.2800663089069717,0.7199336910930283,-0.10987382646332794,0,-0.10987382646332794,0.19581647240094344,0.11814403044590058,0.22801785690922852
44,2450,0.1225,w001,0.1,-31012.815744008494,-27585.066100060205,-3427.7496439482893,49926.09001238548,-111524.61237182425,0.2753050763747895,0.7246949236252105,-0.04910966899122213,0,-0.04910966899122213,0.18645814075875186,0.1453477007223197,0.19445736971354183
45,2500,0.125,w001,0.1,-31031.21663279785,-26332.178572034787,-4699.038060763061,48654.80159557071,-110624.63429733098,0.27990633144015703,0.7200936685598429,-0.07162916206427071,0,-0.07162916206427071,0.1800093600305999,0.12276456889166147,0.19439373095593218
46,2550,0.1275,w001,0.1,-31029.43134354946,-25888.776787208495,-5140.654556340964,48213.185099992814,-110305.20002579478,0.28152118411004334,0.7184788158899567,-0.08038368167840541,0,-0.08038368167840541,0.1793357589733021,0.11026823570588755,0.19065191738429296
47,2600,0.13,w001,0.1,-31184.008525232028,-27907.435483972396,-3276.5730412596313,50077.26661507414,-111805.4030870363,0.274762599567552,0.725237400432448,-0.051999468350700406,0,-0.051999468350700406,0.18425049751603098,0.1256632196724525,0.1776626880231529
48,2650,0.1325,w001,0.1,-31537.000798940073,-26878.487480143587,-4658.513318796486,48695.32633753729,-111159.6030678052,0.27975857083552946,0.7202414291644705,-0.10108896652697931,0,-0.10108896652697931,0.19177225054222435,0.10853410104862858,0.2096230675756079
49,2700,0.135,w001,0.1,-31361.45193906058,-28378.913637604433,-2982.538301456145,50371.30135487763,-112196.24628273686,0.27371034828053387,0.7262896517194661,-0.06600230376991084,0,-0.06600230376991084,0.19846006576967518,0.13598855538592167,0.2019908591558325
50,2750,0.1375,w001,0.1,-31244.3480399296,-28660.511018657748,-2583.837021271851,50770.00263506193,-112368.99846499093,0.27228954860695853,0.7277104513930415,-0.06348463279445715,0,-0.06348463279445715,0.20128396000253232,0.1343046733234421,0.19778930611789924
51,2800,0.14,w001,0.1,-31428.502354100096,-27693.634517591825,-3734.8678365082706,49618.9718198255,-111717.9015827422,0.276410195818228,0.723589804181772,-0.09625692219860142,0,-0.09625692219860142,0.19858067597952522,0.10865791974013629,0.2049148419387377
52,2850,0.14250000000000002,w001,0.1,-31273.467564454146,-28909.765695403923,-2363.7018690502227,50990.13778728356,-112558.39869695704,0.2715080493971639,0.7284919506028361,-0.05225865827291354,0,-0.05225865827291354,0.1906949682267351,0.1290565395068429,0.18131519777975644
53,2900,0.145,w001,0.1,-31283.562818709113,-26883.718291378846,-4399.844527330268,48953.9951290035,-111092.59089458996,0.2788171034183534,0.7211828965816466,-0.07823282604480522,0,-0.07823282604480522,0.1807516489316529,0.11790959718960506,0.19614242323441028
54,2950,0.1475,w001,0.1,-31123.430009656324,-25148.31444032333,-5975.115569332993,47378.72408700078,-109800.93681880232,0.2845957329124099,0.7154042670875901,-0.08933138966066113,0,-0.08933138966066113,0.17537771531581392,0.11438860208554781,0.20371999174620894
55,3000,0.15,w001,0.1,-30934.242115718705,-26817.864947904254,-4116.377167814451,49237.46248851932,-110947.84784143782,0.2777887261708708,0.7222112738291292,-0.050672603995246424,0,-0.050672603995246424,0.17962604024167064,0.13264867222660862,0.18332127622185504
56,3050,0.1525,w001,0.1,-31181.106588715073,-27174.136260278472,-4006.9703284366005,49346.86932789718,-111273.74883321015,0.2773927511676514,0.7226072488323486,-0.08095695161642527,0,-0.08095695161642527,0.19052800177631019,0.1134976901833478,0.19445464179977306
57,3100,0.155,w001,0.1,-31157.590000249093,-28110.575268741806,-3047.0147315072863,50306.82492482648,-111945.56320725569,0.27394076518472665,0.7260592348152733,-0.07474036597229895,0,-0.07474036597229895,0.20140661830889978,0.12083105914547744,0.1955714251177764
58,3150,0.1575,w001,0.1,-30974.766062141756,-29064.439453389128,-1910.326608752628,51443.513047581146,-112590.34111185453,0.26990517733314784,0.7300948226668522,-0.04804494670800097,0,-0.04804494670800097,0.20763229707973538,0.13715807848050218,0.18520302518850315
59,3200,0.16,w001,0.1,-31163.88047263642,-28611.73109841341,-2552.1493742230123,50801.690282110765,-112311.59211414578,0.2721769245913712,0.7278230754086288,-0.07554025529709119,0,-0.07554025529709119,0.2071571248838755,0.11519509649302237,0.19073535179011356
