frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u001,-25000.0,-35020.45211443955,-11022.179103890561,-23998.273010548986,-123998.27301054899,-35020.45534029085,0.9999999739847092,2.6015290754966003e-08,-0.15136879338758552,0,-0.15136879338758552,0.14976108834424723,0.1131189052703541,0.26448769865793964
1,400,0.04,u001,-25000.0,-34938.44891422637,-15807.188143311041,-19131.26077091533,-119131.26077091534,-34938.45227186724,0.9999999718156205,2.8184379552431693e-08,-0.15286855243453118,0,-0.15286855243453118,0.154100850183957,0.11293003572464642,0.2657985881591776
2,500,0.05,u001,-25000.0,-35122.079559313475,-4288.336888529231,-30833.742670784246,-130833.74267078424,-35122.08261662867,0.99999997663206,2.3367940082952288e-08,-0.15897939441736672,0,-0.15897939441736672,0.1457659960734362,0.11298774903412181,0.27196714345148854
3,600,0.06,u001,-25000.0,-33927.008616220446,10587.06637784938,-44514.07499406983,-144514.07499406982,-33927.01138411688,0.9999999808468737,1.9153126307180912e-08,-0.1495565247443914,0,-0.1495565247443914,0.1399508071588652,0.11416837775429822,0.26372490249868963
4,700,0.07,u001,-25000.0,-34251.78091908578,-13753.651703829797,-20498.129215255984,-120498.12921525599,-34251.7842386393,0.9999999724514118,2.7548588188430756e-08,-0.15733369322064406,0,-0.15733369322064406,0.15306510214441987,0.11281953979715574,0.2701532330177998
5,800,0.08,u001,-25000.0,-34697.24061514186,-9824.787198493528,-24872.453416648335,-124872.45341664832,-34697.24381841031,0.9999999743476788,2.5652321211655504e-08,-0.14894707997452206,0,-0.14894707997452206,0.14887069845296605,0.11239780701845564,0.2613448869929777
6,900,0.09,u001,-25000.0,-34711.267553808066,595.9490112623826,-35307.21656507045,-135307.21656507044,-34711.27051004352,0.9999999781516802,2.1848319764483648e-08,-0.1515650323356122,0,-0.1515650323356122,0.14338111750693178,0.11099960974505552,0.2625646420806677
7,1000,0.1,u001,-25000.0,-34675.29347169278,-15833.191326580652,-18842.102145112127,-118842.10214511212,-34675.29683750322,0.999999971678301,2.832169904154469e-08,-0.15092004548846272,0,-0.15092004548846272,0.15410415950264278,0.10859960291028126,0.259519648398744
8,1100,0.11,u001,-25000.0,-34869.06200651904,-10167.150148538,-24701.91185798104,-124701.91185798103,-34869.06521416825,0.999999974277467,2.572253304800043e-08,-0.14112808752079758,0,-0.14112808752079758,0.1487169613033492,0.10748587499716664,0.24861396251796422
9,1200,0.12,u001,-25000.0,-34830.75637892249,14587.17356559404,-49417.92994451652,-149417.92994451654,-34830.75905597734,0.9999999820834438,1.791655623861743e-08,-0.13442267936125307,0,-0.13442267936125307,0.13825505550911085,0.10536175933932153,0.23978443870057461
