frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,donor_h,h_acceptor
0,2200,0.22,u005,-25750.0,-38532.19058455658,-8980.996753574029,-29551.19383098255,-29551.19383098255,-38532.20412038254,0.9999995419537484,4.580462516501349e-07,0.1120484126946084,0.2871644415331591
1,2400,0.24,u005,-25750.0,-38530.35337693189,-8207.633718828292,-30322.719658103597,-30322.719658103597,-38530.366568355035,0.9999995649660776,4.3503392238575245e-07,0.10868586935443272,0.28647439893039306
2,2600,0.26,u005,-25750.0,-38485.8989921702,-6826.567250354274,-31659.331741815928,-31659.331741815928,-38485.911626670626,0.9999996009236568,3.990763431938049e-07,0.10772801188906386,0.28094456637839565
3,2800,0.28,u005,-25750.0,-38471.26355020251,-7587.961883487762,-30883.301666714746,-30883.301666714746,-38471.27650218013,0.9999995806158648,4.193841352528871e-07,0.11028154240065499,0.28316041660101055
4,3000,0.3,u005,-25750.0,-38419.97209248162,-12789.850567325193,-25630.121525156428,-25630.121525156428,-38419.987699109006,0.9999993910833251,6.089166749156938e-07,0.111862144254021,0.2863921106456779
5,3200,0.32,u005,-25750.0,-38404.20500963682,-9197.879464070691,-29206.325545566127,-29206.325545566127,-38404.218705293664,0.9999995310726787,4.689273213065448e-07,0.11097890693390154,0.29311506172925755
6,3400,0.34,u005,-25750.0,-38306.42902991045,-8587.329140565416,-29719.09988934503,-29719.09988934503,-38306.44248926219,0.9999995471148319,4.528851681451229e-07,0.10926985375969081,0.2894788381658264
7,3600,0.36,u005,-25750.0,-38317.698840181954,-10712.191296643985,-27605.50754353797,-27605.50754353797,-38317.71333003654,0.9999994751105608,5.248894391907122e-07,0.10771417407079072,0.28236339812189165
8,3800,0.38,u005,-25750.0,-38136.93921141917,-6341.000250147772,-31795.9389612714,-31795.9389612714,-38136.95179163711,0.999999604345448,3.956545520100718e-07,0.10960148028273416,0.26517365787756464
9,4000,0.4,u005,-25750.0,-38176.90622727509,-7890.010575498629,-30286.89565177646,-30286.89565177646,-38176.91943430133,0.9999995639363349,4.3606366506576677e-07,0.11170025679343695,0.2813268596077397
10,4200,0.42,u005,-25750.0,-38043.06577885951,-9961.315572473424,-28081.75020638609,-28081.75020638609,-38043.080022978706,0.9999994927629283,5.072370716785457e-07,0.1112559557690558,0.24346710140860878
11,4400,0.44,u005,-25750.0,-38024.478857218724,-9750.295311191847,-28274.183546026878,-28274.183546026878,-38024.49300439292,0.9999994996439061,5.003560939464968e-07,0.10809296932304895,0.28365531205011474
12,4600,0.46,u005,-25750.0,-37968.476202714955,-7100.274228585826,-30868.20197412913,-30868.20197412913,-37968.48916102825,0.9999995802054675,4.1979453252460885e-07,0.10631560013241119,0.25016674649844817
13,4800,0.48,u005,-25750.0,-37911.60880762545,-7991.010638352949,-29920.598169272504,-29920.598169272504,-37911.62217633617,0.9999995531941344,4.468058656947882e-07,0.10909141271393707,0.2504087179945728
14,5000,0.5,u005,-25750.0,-37841.65695840662,-8708.813639938802,-29132.843318467814,-29132.843318467814,-37841.6706886082,0.9999995287041332,4.7129586672189916e-07,0.1136588751071286,0.2797788243745452
15,5200,0.52,u005,-25750.0,-37798.56930477236,-10829.332814077643,-26969.23649069472,-26969.23649069472,-37798.584136478115,0.9999994500515635,5.499484364568374e-07,0.11241634830697025,0.25772486159243435
16,5400,0.54,u005,-25750.0,-37747.356996804476,-9000.92966994198,-28746.427326862497,-28746.427326862497,-37747.37091157037,0.99999951594846,4.84051540017294e-07,0.1076751253468186,0.2592563359919255
17,5600,0.56,u005,-25750.0,-37777.34240577178,-10763.052342861309,-27014.29006291047,-27014.29006291047,-37777.357212741714,0.9999994518844039,5.48115596132881e-07,0.10624089624325828,0.27902258336359653
18,5800,0.58,u005,-25750.0,-37673.77016839056,-9236.893617531983,-28436.87655085858,-28436.87655085858,-37673.78423462605,0.9999995053527926,4.946472074163211e-07,0.11122680716159583,0.28611482732847454
