frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,1100,0.11,p018,0.016,-38628.16927835511,-18434.529856261186,-20193.639422093926,-20193.639422093926,-38628.16927835511,1.0,0.0,-0.08732269132522749,0,0.11512356988554315,0.20244626121077064
1,1200,0.12,p018,0.016,-38517.73880336693,-7565.780752897117,-30951.95805046981,-30951.95805046981,-38517.73880336693,1.0,0.0,-0.08400111715224239,0,0.11836551732937657,0.20236663448161896
2,1300,0.13,p018,0.016,-38367.64991131218,-7884.173086706869,-30483.476824605314,-30483.476824605314,-38367.64991131218,1.0,0.0,-0.08446914894733702,0,0.11993967067663423,0.20440881962397126
3,1400,0.14,p018,0.016,-38295.83651706556,-19747.52816504831,-18548.30835201725,-18548.30835201725,-38295.83651706556,1.0,0.0,-0.08332431798633061,0,0.11433077600306452,0.19765509398939513
4,1500,0.15,p018,0.016,-38407.02454306165,-21761.969075640518,-16645.05546742113,-16645.05546742113,-38407.02454306165,1.0,0.0,-0.08816474401971208,0,0.11693683926740697,0.20510158328711905
5,1600,0.16,p018,0.016,-38479.917279563175,-13071.48003372256,-25408.437245840614,-25408.437245840614,-38479.917279563175,1.0,0.0,-0.08622938307881482,0,0.114510150206361,0.20073953328517583
6,1700,0.17,p018,0.016,-38366.68221317025,-8683.143409718148,-29683.538803452102,-29683.538803452102,-38366.68221317025,1.0,0.0,-0.08278014437983988,0,0.11486543793181728,0.19764558231165716
7,1800,0.18,p018,0.016,-38336.18984368339,-14674.994193114107,-23661.19565056928,-23661.19565056928,-38336.18984368339,1.0,0.0,-0.08186861019375163,0,0.11755061824684793,0.19941922844059956
8,1900,0.19,p018,0.016,-38412.85879434037,-15403.105131524935,-23009.753662815434,-23009.753662815434,-38412.85879434037,1.0,0.0,-0.08614298625972903,0,0.11779010843357528,0.2039330946933043
9,2000,0.2,p018,0.016,-38418.99947061128,-16080.47885373095,-22338.520616880327,-22338.520616880327,-38418.99947061128,1.0,0.0,-0.0874562668611221,0,0.11588184564883686,0.20333811250995895
10,2100,0.21,p018,0.016,-38266.86748340426,-16577.205554489366,-21689.661928914895,-21689.661928914895,-38266.86748340426,1.0,0.0,-0.08662510493449109,0,0.11676398061809894,0.20338908555259003
11,2200,0.22,p018,0.016,-38401.5978851589,-18006.157284590212,-20395.44060056869,-20395.44060056869,-38401.5978851589,1.0,0.0,-0.08463220970586229,0,0.11961690343742686,0.20424911314328914
12,2300,0.23,p018,0.016,-38359.58539996063,-16484.852508121374,-21874.73289183926,-21874.73289183926,-38359.58539996063,1.0,0.0,-0.08205730490066164,0,0.11962329959532424,0.20168060449598588
13,2400,0.24,p018,0.016,-38271.20933644462,-16782.731089344597,-21488.47824710002,-21488.47824710002,-38271.20933644462,1.0,0.0,-0.08175108792717774,0,0.11742652632483115,0.1991776142520089
14,2500,0.25,p018,0.016,-38358.884657644056,-13941.822165279533,-24417.062492364523,-24417.062492364523,-38358.884657644056,1.0,0.0,-0.08482931821409671,0,0.11517093597737625,0.20000025419147296
15,2600,0.26,p018,0.016,-38340.36175347207,-8402.23351375619,-29938.12823971588,-29938.12823971588,-38340.36175347207,1.0,0.0,-0.08490246182082586,0,0.11507951219264273,0.1999819740134686
16,2700,0.27,p018,0.016,-38282.44482651475,-13964.320888287126,-24318.123938227625,-24318.123938227625,-38282.44482651475,1.0,0.0,-0.08170712827325742,0,0.1164032970946862,0.19811042536794363
17,2800,0.28,p018,0.016,-38250.7855497741,-18646.75115643986,-19604.034393334237,-19604.034393334237,-38250.7855497741,1.0,0.0,-0.08090163629615142,0,0.11790772414832408,0.1988093604444755
18,2900,0.29,p018,0.016,-38314.07970946681,-18462.33453272548,-19851.74517674133,-19851.74517674133,-38314.07970946681,1.0,0.0,-0.08226699830106105,0,0.1160109032082624,0.19827790150932345
19,3000,0.3,p018,0.016,-38320.32672640894,-6811.093434373703,-31509.233292035235,-31509.233292035235,-38320.32672640894,1.0,0.0,-0.08660483787934556,0,0.11374081428660834,0.2003456521659539
