frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u041,-21500.0,-39059.14256946856,-11325.341939477832,-27733.80062999073,-27733.80062999073,-39059.156992294964,0.9999994799554668,5.200445332143033e-07,-0.1888374581570881,0,0.11104381464419719,0.2998812728012853
1,2200,0.22,u041,-21500.0,-39120.76482303423,-16174.236758169951,-22946.52806486428,-22946.52806486428,-39120.78225485202,0.9999992403298985,7.596701014911389e-07,-0.19056430860020407,0,0.11379787925910106,0.30436218785930513
2,2300,0.23,u041,-21500.0,-39072.42611540179,-9955.11542586048,-29117.310689541308,-29117.310689541308,-39072.43985292774,0.9999995282011743,4.717988256741634e-07,-0.19632878412979662,0,0.1140145034930449,0.3103432876228415
3,2400,0.24,u041,-21500.0,-39155.77457476259,-12325.81546183338,-26829.95911292921,-26829.95911292921,-39155.78948346133,0.9999994443270632,5.556729368305646e-07,-0.19990841363948564,0,0.11221679705894107,0.3121252106984267
4,2500,0.25,u041,-21500.0,-39049.72414557703,-5455.868812963105,-33593.85533261392,-33593.85533261392,-39049.73605251222,0.9999996455623616,3.544376384057024e-07,-0.1987810742254088,0,0.10953249406078785,0.30831356828619666
5,2600,0.26,u041,-21500.0,-39204.286288663716,-14766.697345650668,-24437.58894301305,-24437.58894301305,-39204.30265687962,0.9999993302042187,6.697957813384114e-07,-0.20668600608919913,0,0.10722153828687196,0.3139075443760711
6,2700,0.27,u041,-21500.0,-39050.341032344906,-16267.987327920244,-22782.353704424662,-22782.353704424662,-39050.35858977979,0.9999992293417944,7.70658205584418e-07,-0.20409366973260093,0,0.10557730039873928,0.3096709701313402
7,2800,0.28,u041,-21500.0,-38954.08973380938,-8856.200749499316,-30097.888984310062,-30097.888984310062,-38954.10302377213,0.9999995584424204,4.415575796112847e-07,-0.20128213728615124,0,0.10564087064540911,0.30692300793156035
8,2900,0.29,u041,-21500.0,-38968.66275806815,-9833.332854687556,-29135.329903380596,-29135.329903380596,-38968.67648709792,0.9999995287845762,4.7121542379180426e-07,-0.20844592914676535,0,0.10797748436889794,0.3164234135156633
9,3000,0.3,u041,-21500.0,-38957.38087259061,-11034.036145703052,-27923.34472688756,-27923.34472688756,-38957.39519751475,0.9999994869916345,5.13008365454759e-07,-0.2030596060224905,0,0.11084197605803986,0.3139015820805304
10,3100,0.31,u041,-21500.0,-38928.06875890805,-13815.803532740654,-25112.265226167394,-25112.265226167394,-38928.08468736941,0.9999993657106991,6.342893008048911e-07,-0.20047222673113813,0,0.11269644061094929,0.3131686673420874
11,3200,0.32,u041,-21500.0,-38941.39215869235,-9430.029826650047,-29511.362332042307,-29511.362332042307,-38941.405712787615,0.9999995407164652,4.592835348149471e-07,-0.18983449133696426,0,0.11338558051041905,0.3032200718473833
12,3300,0.33,u041,-21500.0,-38831.96992765111,-16596.62940002783,-22235.34052762328,-22235.34052762328,-38831.987917016995,0.9999991909574419,8.090425580586924e-07,-0.18143452147472733,0,0.11184904169462599,0.29328356316935333
13,3400,0.34,u041,-21500.0,-38854.147035623086,-12412.62817814434,-26441.518857478746,-26441.518857478746,-38854.16216333845,0.9999994278808968,5.721191032592721e-07,-0.18502585035049063,0,0.10894766577244602,0.29397351612293665
14,3500,0.35000000000000003,u041,-21500.0,-38794.90691169232,-11641.296917002735,-27153.609994689585,-27153.609994689585,-38794.921642690635,0.9999994574945161,5.425054838137378e-07,-0.16975387630122016,0,0.10750990672726471,0.27726378302848487
15,3600,0.36,u041,-21500.0,-38738.79716390668,-20157.608373944473,-18581.18878996221,-18581.18878996221,-38738.81869102968,0.9999988414587805,1.1585412195147526e-06,-0.16915055076544333,0,0.10659699103797195,0.27574754180341526
16,3700,0.37,u041,-21500.0,-38650.56393739811,-3600.870547274302,-35049.69339012381,-35049.69339012381,-38650.57534976241,0.9999996743949584,3.2560504154011127e-07,-0.15852161964438088,0,0.10712517126542244,0.2656467909098033
17,3800,0.38,u041,-21500.0,-38750.6074371759,-17570.738858650147,-21179.868578525755,-21179.868578525755,-38750.62632301751,0.9999991083132617,8.916867383357285e-07,-0.15786115057978073,0,0.10767065094429933,0.26553180152408007
18,3900,0.39,u041,-21500.0,-38838.8949615458,-18301.85035017866,-20537.044611367135,-20537.044611367135,-38838.91443852645,0.9999990516189606,9.483810393673409e-07,-0.16720024366273922,0,0.10845555942094276,0.275655803083682
19,4000,0.4,u041,-21500.0,-38671.01959358915,-10737.325817790406,-27933.693775798747,-27933.693775798747,-38671.033913206105,0.9999994873716886,5.126283114109675e-07,-0.15670672797094176,0,0.10988110543131664,0.2665878334022584
20,4100,0.41000000000000003,u041,-21500.0,-38604.86345336336,-15642.687935650494,-22962.175517712865,-22962.175517712865,-38604.88087330235,0.9999992413648897,7.586351102872868e-07,-0.15965946144084314,0,0.11136388555017888,0.27102334699102204
21,4200,0.42,u041,-21500.0,-38666.93974694569,-9721.97420494433,-28944.96554200136,-28944.96554200136,-38666.95356626803,0.999999522566053,4.77433947099204e-07,-0.15339853251984747,0,0.11243982464074771,0.2658383571605952
22,4300,0.43,u041,-21500.0,-38610.4922907931,-13889.388597467827,-24721.103693325276,-24721.103693325276,-38610.50847128986,0.99999934547924,6.545207600350267e-07,-0.15879833727478393,0,0.11199156475503147,0.2707899020298154
23,4400,0.44,u041,-21500.0,-38584.043430490914,-11236.46044423699,-27347.582986253925,-27347.582986253925,-38584.05805700421,0.9999994651630584,5.348369416791066e-07,-0.16534390981060132,0,0.11114490667489696,0.2764888164854983
24,4500,0.45,u041,-21500.0,-38608.74457423951,-12241.21146378023,-26367.533110459277,-26367.533110459277,-38608.759744402305,0.9999994246657327,5.753342672831785e-07,-0.17722132077574276,0,0.10945008168691295,0.2866714024626557
25,4600,0.46,u041,-21500.0,-38508.055229048594,-8182.559985553758,-30325.495243494835,-30325.495243494835,-38508.06841926438,0.9999995650457081,4.3495429191686696e-07,-0.1855011002406079,0,0.106250839174998,0.2917519394156059
26,4700,0.47000000000000003,u041,-21500.0,-38611.58891385485,-10919.627521180897,-27691.961392673955,-27691.961392673955,-38611.60335847239,0.9999994783828321,5.21617167847932e-07,-0.17855677659690394,0,0.1057487905791283,0.2843055671760322
27,4800,0.48,u041,-21500.0,-38376.2998604826,-18253.794640484994,-20122.505219997605,-20122.505219997605,-38376.31973870355,0.9999990121418054,9.878581946343168e-07,-0.1807893909624548,0,0.10652571677888809,0.2873151077413429
28,4900,0.49,u041,-21500.0,-38433.51381461907,-7193.667918669962,-31239.84589594911,-31239.84589594911,-38433.5266187743,0.9999995901341905,4.098658095696983e-07,-0.18226154207092415,0,0.10982267261997979,0.29208421469090395
29,5000,0.5,u041,-21500.0,-38440.90468992351,-11743.798381816829,-26697.106308106682,-26697.106308106682,-38440.91967281233,0.9999994387829219,5.612170781987835e-07,-0.1951913604139051,0,0.11241217733540358,0.3076035377493087
