frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,donor_h,h_acceptor
0,2100,0.21,u024,-30000.0,-38884.39463038367,-13264.363926955644,-25620.030703428027,-25620.030703428027,-38884.410243157945,0.99999939060357,6.093964299291876e-07,-0.19440172210267043,0,0.10553416766682189,0.2999358897694923
1,2200,0.22,u024,-30000.0,-38792.857269282045,-9728.71139905494,-29064.145870227105,-29064.145870227105,-38792.87103193698,0.9999995264735471,4.7352645293763374e-07,-0.19594061150075764,0,0.10733410844760809,0.30327471994836575
2,2300,0.23,u024,-30000.0,-38797.44714888572,-13338.218027154973,-25459.22912173075,-25459.22912173075,-38797.462860270825,0.9999993828813263,6.171186737735646e-07,-0.18088002763300529,0,0.10965399122961991,0.2905340188626252
3,2400,0.24,u024,-30000.0,-38802.5733209351,-8802.763257870014,-29999.810063065088,-29999.810063065088,-38802.586654346924,0.9999995555505203,4.44449479608533e-07,-0.1778507261494759,0,0.11301464340315732,0.2908653695526332
4,2500,0.25,u024,-30000.0,-38752.784769438294,-5515.981062016333,-33236.80370742196,-33236.80370742196,-38752.79680428553,0.9999996379062612,3.6209373871498585e-07,-0.19095416513811148,0,0.114721934320415,0.3056760994585265
5,2600,0.26,u024,-30000.0,-38806.81016240039,-14659.286115918658,-24147.524046481733,-24147.524046481733,-38806.82672723432,0.9999993140161629,6.859838370676385e-07,-0.20161866232796588,0,0.11246712616878386,0.31408578849674973
6,2700,0.27,u024,-30000.0,-38796.095316725085,-8323.040183440899,-30473.055133284186,-30473.055133284186,-38796.10844306985,0.9999995692478684,4.30752131630463e-07,-0.19551561750695873,0,0.1090111875518255,0.3045268050587842
7,2800,0.28,u024,-30000.0,-38802.36332682191,-11106.359145844908,-27696.004180977005,-27696.004180977005,-38802.377769330975,0.9999994785351018,5.214648982065917e-07,-0.20705305417359782,0,0.10606856321836743,0.31312161739196526
8,2900,0.29,u024,-30000.0,-38797.563804844365,-6648.924937419099,-32148.638867425267,-32148.638867425267,-38797.576247045945,0.9999996129791997,3.870208003520226e-07,-0.21281771142837955,0,0.10573619984559421,0.31855391127397376
9,3000,0.3,u024,-30000.0,-38696.5278109216,-9384.468587491021,-29312.05922343058,-29312.05922343058,-38696.54145717589,0.9999995344495767,4.655504232675689e-07,-0.2089717348064687,0,0.10622782525250958,0.31519956005897826
10,3100,0.31,u024,-30000.0,-38757.43059354625,-10385.890453824599,-28371.54013972165,-28371.54013972165,-38757.444692174635,0.9999995030719409,4.969280590905178e-07,-0.20728893816424265,0,0.10896367658127605,0.3162526147455187
11,3200,0.32,u024,-30000.0,-38717.429894941626,-11545.470233038766,-27171.95966190286,-27171.95966190286,-38717.444615991866,0.9999994582269931,5.417730069012805e-07,-0.2163746377393745,0,0.11105528793270769,0.3274299256720822
12,3300,0.33,u024,-30000.0,-38744.8742843802,-6865.614748961438,-31879.259535418765,-31879.259535418765,-38744.88683171814,0.9999996064109317,3.9358906833708573e-07,-0.22108219451369665,0,0.1116019631483176,0.33268415766201426
13,3400,0.34,u024,-30000.0,-38638.5345961134,-6781.548278939124,-31856.986317174276,-31856.986317174276,-38638.54715222396,0.9999996058603743,3.941396257145513e-07,-0.22203539165337538,0,0.11001316178320171,0.3320485534365771
14,3500,0.35000000000000003,u024,-30000.0,-38630.4467699058,-9418.292866274278,-29212.153903631523,-29212.153903631523,-38630.46046283012,0.9999995312597789,4.6874022108234215e-07,-0.2181061029130545,0,0.10839721754852936,0.32650332046158387
15,3600,0.36,u024,-30000.0,-38559.59743577684,-6443.320041904983,-32116.27739387186,-32116.27739387186,-38559.6098905156,0.9999996121988564,3.87801143586497e-07,-0.20989959293774213,0,0.1072601012284289,0.317159694166171
16,3700,0.37,u024,-30000.0,-38525.24729474721,-7947.1161764639255,-30578.131118283287,-30578.131118283287,-38525.2603759858,0.9999995722031751,4.2779682479787695e-07,-0.2116590385679733,0,0.1081952473267565,0.3198542858947298
17,3800,0.38,u024,-30000.0,-38636.049800986424,-7391.02985083175,-31245.019950154674,-31245.019950154674,-38636.06260302133,0.9999995902699235,4.097300765892875e-07,-0.22423541073535108,0,0.11091833382593948,0.33515374456129055
18,3900,0.39,u024,-30000.0,-38542.015524831804,-10158.728835146903,-28383.2866896849,-28383.2866896849,-38542.02961762542,0.999999503483167,4.965168330373082e-07,-0.21943679528272453,0,0.1134633365818109,0.33290013186453543
19,4000,0.4,u024,-30000.0,-38530.118266945065,-4797.717231317598,-33732.40103562747,-33732.40103562747,-38530.13012497613,0.9999996484678717,3.515321282954176e-07,-0.1999037061271446,0,0.11349360441403546,0.31339731054118003
20,4100,0.41000000000000003,u024,-30000.0,-38551.545602762344,-9339.135621167603,-29212.40998159474,-29212.40998159474,-38551.55929556663,0.9999995312679969,4.6873200310049157e-07,-0.19888420673253826,0,0.11093938700276189,0.30982359373530016
21,4200,0.42,u024,-30000.0,-38513.94864811169,-6346.573865251528,-32167.374782860163,-32167.374782860163,-38513.9610830663,0.9999996134299091,3.865700909377878e-07,-0.21302220765190255,0,0.10883685132523507,0.3218590589771376
22,4300,0.43,u024,-30000.0,-38497.90162986866,-5190.592854831251,-33307.30877503741,-33307.30877503741,-38497.91363924049,0.9999996394376005,3.6056239949289193e-07,-0.20958333262099926,0,0.10685898538039146,0.3164423180013907
23,4400,0.44,u024,-30000.0,-38462.315320529684,-12023.78185657406,-26438.533463955624,-26438.533463955624,-38462.330449953246,0.9999994277516843,5.722483157333258e-07,-0.2025498073978743,0,0.10555838838218543,0.3081081957800597
24,4500,0.45,u024,-30000.0,-38467.4988671763,-3514.3662318800925,-34953.132635296206,-34953.132635296206,-38467.51031106813,0.9999996725934566,3.274065434322182e-07,-0.21533750148035813,0,0.10647479189350241,0.3218122933738605
25,4600,0.46,u024,-30000.0,-38446.66250204851,-6161.798205134604,-32284.864296913904,-32284.864296913904,-38446.674891750474,0.9999996162383605,3.8376163946640673e-07,-0.21574248608855795,0,0.1092579499896894,0.32500043607824736
26,4700,0.47000000000000003,u024,-30000.0,-38420.6674711387,-5822.448053297732,-32598.21941784097,-32598.21941784097,-38420.67974174294,0.9999996235808206,3.7641917938202596e-07,-0.20883351568734276,0,0.11170244948323027,0.32053596517057303
27,4800,0.48,u024,-30000.0,-38339.65439308455,-10750.428813210165,-27589.225579874386,-27589.225579874386,-38339.66889149041,0.999999474490845,5.255091549694058e-07,-0.20539880797201795,0,0.11294725187436197,0.3183460598463799
28,4900,0.49,u024,-30000.0,-38383.988105886616,-12844.907500467554,-25539.08060541906,-25539.08060541906,-38384.00376814795,0.9999993867343008,6.132656992230423e-07,-0.21747929238106542,0,0.11319146959821955,0.33067076197928497
29,5000,0.5,u024,-30000.0,-38425.00990539734,-1191.6135664264439,-37233.396338970895,-37233.396338970895,-38425.02064843783,0.9999997114677857,2.8853221434310683e-07,-0.2229046323392142,0,0.10978373523723799,0.3326883675764522
30,5100,0.51,u024,-30000.0,-38246.57471335353,-6698.177887143887,-31548.396826209646,-31548.396826209646,-38246.58739228113,0.9999995981121488,4.0188785116468395e-07,-0.21085528312041796,0,0.10723119325800674,0.3180864763784247
31,5200,0.52,u024,-30000.0,-38250.414752026496,-3719.9660991599376,-34530.44865286656,-34530.44865286656,-38250.42633600184,0.9999996645289007,3.354710993996868e-07,-0.209251841662982,0,0.10563785557580634,0.31488969723878835
32,5300,0.53,u024,-30000.0,-38228.73591627448,-9022.367303698004,-29206.36861257648,-29206.36861257648,-38228.74961191113,0.9999995310740617,4.6892593835723417e-07,-0.2197312052639759,0,0.10551083698435229,0.3252420422483282
33,5400,0.54,u024,-30000.0,-38078.969201529195,-11597.383748611697,-26481.585452917498,-26481.585452917498,-38078.98430635638,0.9999994296108146,5.703891853836573e-07,-0.22089403139285113,0,0.10837409972072787,0.329268131113579
34,5500,0.55,u024,-30000.0,-38088.89861989161,326.6664213690965,-38415.56504126071,-38415.56504126071,-38088.90903233488,0.9999997289526364,2.710473635536559e-07,-0.21435339768312972,0,0.11154538240185512,0.32589878008498485
35,5600,0.56,u024,-30000.0,-38126.410676081665,-10667.406722407904,-27459.00395367376,-27459.00395367376,-38126.42524324472,0.9999994694946831,5.305053168980223e-07,-0.2000090247053627,0,0.11287689773619523,0.31288592244155794
36,5700,0.5700000000000001,u024,-30000.0,-37984.78532833551,-5754.532562650187,-32230.25276568532,-32230.25276568532,-37984.79773903079,0.9999996149367547,3.850632452340186e-07,-0.20837895319960226,0,0.11318416078286268,0.32156311398246495
37,5800,0.58,u024,-30000.0,-38022.86620878865,-6557.737936046731,-31465.128272741917,-31465.128272741917,-38022.878921269425,0.9999995959822443,4.040177556396962e-07,-0.19924382933511703,0,0.1127422489640776,0.3119860782991946
38,5900,0.59,u024,-30000.0,-38045.535287592415,-7667.38604864839,-30378.149238944025,-30378.149238944025,-38045.54845494581,0.999999566552199,4.334478009293541e-07,-0.19900660169347303,0,0.11086206512955685,0.3098686668230299
39,6000,0.6,u024,-30000.0,-37904.01437859234,-5651.097396838479,-32252.916981753864,-32252.916981753864,-37904.0267805666,0.999999615477734,3.8452226597263106e-07,-0.21295935819903422,0,0.10771097646903016,0.3206703346680644
