frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u007,250000.0,250814.01243577903,-37889.3725533408,288703.38498911983,238703.38498911983,12110.625770939369,7.02009234077039e-09,0.9999999929799077,0.20453984972182068,1,0.20453984972182068,0.3562262258599385,0.301123052895765,0.09658320317394434
1,400,0.04,u007,250000.0,273524.4590376616,-37675.49671710629,311199.95575476787,261199.9557547679,12324.501751499905,5.8629175403446254e-09,0.9999999941370825,0.20208099059595425,1,0.20208099059595425,0.35295493198778166,0.29802924371131695,0.09594825311536269
2,500,0.05,u007,250000.0,279782.2893504856,-37555.709975183134,317337.99932566873,267337.99932566873,12444.288528583653,5.5967846468441e-09,0.9999999944032154,0.20829753487362496,1,0.20829753487362496,0.3520379911785009,0.3040878936070929,0.09579035873346793
3,600,0.06,u007,250000.0,289744.3865820799,-37587.335154347944,327331.72173642786,277331.72173642786,12412.663403335988,5.200689101592104e-09,0.9999999947993109,0.2106766246843665,1,0.2106766246843665,0.35136398991269135,0.30621355300255415,0.09553692831818768
4,700,0.07,u007,250000.0,307476.2709121156,-37561.898083730244,345038.16899584583,295038.16899584583,12438.100560512976,4.595191060996484e-09,0.9999999954048089,0.21500172782676827,1,0.21500172782676827,0.35272644880553866,0.31010908738316895,0.09510735955640068
5,800,0.08,u007,250000.0,312783.994303817,-37453.85596643813,350237.8502702551,300237.8502702551,12546.142701284814,4.437405332069488e-09,0.9999999955625947,0.21508775499964466,1,0.21508775499964466,0.35460866978521155,0.310076130235558,0.09498837523591334
6,900,0.09,u007,250000.0,304284.5009857983,-37283.11826267775,341567.61924847605,291567.61924847605,12716.880365427816,4.7052358675969685e-09,0.9999999952947641,0.21514315624780636,1,0.21514315624780636,0.3576517658432909,0.3103429672307309,0.09519981098292454
7,1000,0.1,u007,250000.0,293085.38825926906,-37228.87911027093,330314.26736954,280314.26736954,12771.119462759263,5.0906070470091436e-09,0.999999994909393,0.21074238279494695,1,0.21074238279494695,0.35638025822037134,0.30620608836082563,0.0954637055658787
8,1100,0.11,u007,250000.0,272325.1132947788,-37195.541990060905,309520.6552848397,259520.6552848397,12804.45646863598,5.939038261182361e-09,0.9999999940609617,0.2063210334842768,1,0.2063210334842768,0.3561277739010246,0.30232179972540785,0.09600076624113105
9,1200,0.12,u007,250000.0,253154.6761073007,-37118.41607269178,290273.09217999247,240273.0921799925,12881.582262535885,6.928667306560499e-09,0.9999999930713327,0.20169222534625073,1,0.20169222534625073,0.3551709176222694,0.29821677841944255,0.09652455307319183
