ts_mixing_weight,delta_alpha_kj_mol,h12_kj_mol,fitted_barrier_kj_mol,fitted_reaction_free_energy_kj_mol,ts_weight2,objective_value
1.0,-53353.839656333774,49623.68578350022,74.6445448382292,-154.59284957055934,0.8750758316725776,0.3135082659929692
10.0,-53353.839656333774,49623.68578350022,74.6445448382292,-154.59284957055934,0.8750758316725776,1.5796451815368513
100.0,-53353.839656333774,49623.68578350022,74.6445448382292,-154.59284957055934,0.8750758316725776,14.241014336975672
1000.0,-53353.839656333774,49623.68578350022,74.6445448382292,-154.59284957055934,0.8750758316725776,140.85470589136386
10000.0,-53353.839656333774,49623.68578350022,74.6445448382292,-154.59284957055934,0.8750758316725776,1406.991621435246
100000.0,-53353.839656333774,49623.68578350022,74.6445448382292,-154.59284957055934,0.8750758316725776,14068.360776874068
1000000.0,-53413.26328964402,49663.301539040396,71.37496311396535,-151.39566384642967,0.8750314878549451,140666.73680144706
