frame,step,time_ps,window_id,gap_center_kj_mol,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
0,300,0.03,u007,250000.0,424233.3212901022,-37875.47225203339,462108.7935421356,337108.7935421356,87124.52656140603,3.5198148840009935e-09,0.9999999964801851,0.21369343794931747,1,0.21369343794931747,0.3539009886200362,0.3064432785028976,0.09274984055358013
1,400,0.04,u007,250000.0,268506.5052423928,-37680.69044922518,306187.195691618,181187.19569161802,87319.30734311331,1.2184423081595952e-08,0.999999987815577,0.2039120977062907,1,0.2039120977062907,0.35158071221325715,0.29999565594738864,0.09608355824109792
2,500,0.05,u007,250000.0,190282.35003270197,-37548.103986937094,227830.45401963906,102830.45401963906,87451.89212316484,3.7828266075123906e-08,0.9999999621717339,0.2043858319208193,1,0.2043858319208193,0.35094075486310783,0.3029810149811315,0.0985951830603122
3,600,0.06,u007,250000.0,236960.5580246185,-37628.14536533207,274588.70338995056,149588.7033899506,87371.85196066924,1.78756718316464e-08,0.9999999821243282,0.2094872754018044,1,0.2094872754018044,0.35268612136340416,0.30649643735514226,0.09700916195333788
4,700,0.07,u007,250000.0,379385.2838426954,-37552.25080348474,416937.53464618017,291937.53464618017,87447.74782635912,4.693319455295608e-09,0.9999999953066805,0.21637017271134001,1,0.21637017271134001,0.3553736040747763,0.3099424427782037,0.0935722700668637
5,800,0.08,u007,250000.0,372481.8422254091,-37409.28153706764,409891.1237624767,284891.1237624767,87590.71705888724,4.928356889255525e-09,0.9999999950716432,0.21615353056756983,1,0.21615353056756983,0.3577544704459423,0.30986827082097307,0.09371474025340323
6,900,0.09,u007,250000.0,235332.06832951514,-37284.56484039092,272616.63316990604,147616.63316990607,87715.43244988739,1.8356478781456076e-08,0.9999999816435212,0.20534052795515007,1,0.20534052795515007,0.3594023648025836,0.3024095365061151,0.09706900855096502
7,1000,0.1,u007,250000.0,191665.0716565465,-37143.77686452852,228808.848521075,103808.84852107501,87856.21928223557,3.711856649823986e-08,0.9999999628814336,0.1992046149620137,1,0.1992046149620137,0.35758709272429157,0.2977559703908025,0.09855135542878878
8,1100,0.11,u007,250000.0,231889.1421085173,-37128.42348172622,269017.5655902435,144017.5655902435,87871.57374083487,1.928541709661502e-08,0.999999980714583,0.20129866239794342,1,0.20129866239794342,0.3548031859470338,0.2984677209008492,0.09716905850290579
9,1200,0.12,u007,250000.0,380593.50128449686,-37116.10988807219,417709.61117256904,292709.61117256904,87883.88874538575,4.668593067691518e-09,0.9999999953314069,0.21045266128264664,1,0.21045266128264664,0.35384253787152387,0.3040014814373479,0.09354882015470126
